,name,conditional_probability,percentile,p_value,adjusted_p_value,should reject
96,mescaline|phaeacantha,0.5,0.9987181015979013,0.0013117099928452182,0.28648449738661985,False
13116,imipramine|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13125,hydrocodone|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13127,hydromorphone|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13138,tryptamine|fluoxetine,0.010471204188481676,0.48267946577629384,0.026282647292750014,0.28648449738661985,False
13149,cipramil|fluoxetine,0.010471204188481676,0.48267946577629384,0.026282647292750014,0.28648449738661985,False
13154,olanzapine|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13173,phenethylamine|fluoxetine,0.010471204188481676,0.48267946577629384,0.026282647292750014,0.28648449738661985,False
13178,diphenhydramine|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13180,adrafinil|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13213,benzodiazepine|fluoxetine,0.02617801047120419,0.7221559742427855,0.022175114610951806,0.28648449738661985,False
13219,isocarboxazid|fluoxetine,0.015706806282722512,0.5751550202718817,0.025051943736683204,0.28648449738661985,False
13232,z-drug|fluoxetine,0.010471204188481676,0.48267946577629384,0.026282647292750014,0.28648449738661985,False
13265,rolipram|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13269,thymoanaesthetiser|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13281,percocet|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13292,paroxetine|fluoxetine,0.03664921465968586,0.7812425471023133,0.02038019870846459,0.28648449738661985,False
13294,wormwood|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13304,other|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13307,acetaminophen|fluoxetine,0.010471204188481676,0.48267946577629384,0.026282647292750014,0.28648449738661985,False
13320,dihydrocodeine|fluoxetine,0.005235602094240838,0.3772060577152397,0.027099500903492713,0.28648449738661985,False
13322,amphetamine|fluoxetine,0.03664921465968586,0.7812425471023133,0.02038019870846459,0.28648449738661985,False
13344,tranylcypromine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13351,guanfacine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13355,fluoxetine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13373,chlorepidrine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13382,LSD|pseudoephedrine,0.031446540880503145,0.7626699260672549,0.021009374554657404,0.28648449738661985,False
13387,caffeine|pseudoephedrine,0.04402515723270441,0.8400011924636298,0.01801154425940901,0.28648449738661985,False
13396,neocitron|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13401,phenelzine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13404,insulin|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13412,piper methysticum|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13414,cocaine|pseudoephedrine,0.028301886792452834,0.738313856427379,0.021734580618948007,0.28648449738661985,False
13431,mescaline|pseudoephedrine,0.01886792452830189,0.6604161698068209,0.0236023839669992,0.28648449738661985,False
13438,opioids|pseudoephedrine,0.022012578616352203,0.6799427617457667,0.023193997614239893,0.28648449738661985,False
13456,salvia|pseudoephedrine,0.015723270440251572,0.575482947770093,0.02504632479811319,0.28648449738661985,False
13465,phenylcyclohexanol|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13470,morphine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13477,sertraline|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13486,sodium|pseudoephedrine,0.015723270440251572,0.575482947770093,0.02504632479811319,0.28648449738661985,False
13490,clorphenylpiperazine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13510,dextromethorphan|pseudoephedrine,0.022012578616352203,0.6799427617457667,0.023193997614239893,0.28648449738661985,False
13513,dimenhydrinate|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13517,nicotine|pseudoephedrine,0.03459119496855346,0.7779036489387073,0.02049699618440975,0.28648449738661985,False
13561,fluvoxamine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13564,bromide|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13569,glucose|pseudoephedrine,0.009433962264150945,0.4669687574528977,0.02643782702292944,0.28648449738661985,False
13571,meclizine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13576,serotonin|pseudoephedrine,0.015723270440251572,0.575482947770093,0.02504632479811319,0.28648449738661985,False
13583,scopalamine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13592,marijuana|pseudoephedrine,0.022012578616352203,0.6799427617457667,0.023193997614239893,0.28648449738661985,False
13600,cyclizine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13601,mephedrone|pseudoephedrine,0.015723270440251572,0.575482947770093,0.02504632479811319,0.28648449738661985,False
13615,chorpheniramine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13617,norepinephrine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13627,antidepressant|pseudoephedrine,0.015723270440251572,0.575482947770093,0.02504632479811319,0.28648449738661985,False
13637,tequila|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13648,MDMA|pseudoephedrine,0.04402515723270441,0.8400011924636298,0.01801154425940901,0.28648449738661985,False
13659,epinephrine|pseudoephedrine,0.012578616352201259,0.5106427378964942,0.02596597148989528,0.28648449738661985,False
13666,phenylpropanolamine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13678,benzylpiperazine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13707,empathogen|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13714,hyoscyamine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13723,phenylephrine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13725,cathinone|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13727,dimethyltryptamine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13736,furazolidone|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13760,hydrocodone|pseudoephedrine,0.025157232704402517,0.7141962795134749,0.022381503838218034,0.28648449738661985,False
13773,tryptamine|pseudoephedrine,0.009433962264150945,0.4669687574528977,0.02643782702292944,0.28648449738661985,False
13784,cipramil|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13804,fentanyl|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13808,phenethylamine|pseudoephedrine,0.012578616352201259,0.5106427378964942,0.02596597148989528,0.28648449738661985,False
13813,diphenhydramine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13828,methylxanthines|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13837,benzene|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13854,isocarboxazid|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13856,cordifolia|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13857,methamphetamine|pseudoephedrine,0.059748427672955975,0.8780109706653947,0.016037310866090053,0.28648449738661985,False
13864,glycerol|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13867,z-drug|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13872,psychonaut|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13889,methylene|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13906,propylene|pseudoephedrine,0.009433962264150945,0.4669687574528977,0.02643782702292944,0.28648449738661985,False
13907,ephedrine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13927,paroxetine|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13929,wormwood|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13939,other|pseudoephedrine,0.006289308176100629,0.3963450989744813,0.026993773705005213,0.28648449738661985,False
13942,acetaminophen|pseudoephedrine,0.01886792452830189,0.6604161698068209,0.0236023839669992,0.28648449738661985,False
13943,doxylamine|pseudoephedrine,0.0031446540880503146,0.2805270689243978,0.027499735448258983,0.28648449738661985,False
13957,amphetamine|pseudoephedrine,0.06918238993710692,0.890889577867875,0.01520626353952458,0.28648449738661985,False
13964,coricidin|pseudoephedrine,0.01886792452830189,0.6604161698068209,0.0236023839669992,0.28648449738661985,False
13975,oxycodone|gerwurtzraminer,0.2,0.9833651323634629,0.005509557674316057,0.28648449738661985,False
14017,LSD|gerwurtzraminer,0.2,0.9833651323634629,0.005509557674316057,0.28648449738661985,False
14091,salvia|gerwurtzraminer,0.2,0.9833651323634629,0.005509557674316057,0.28648449738661985,False
14379,buprenorphine|gerwurtzraminer,0.2,0.9833651323634629,0.005509557674316057,0.28648449738661985,False
14610,oxycodone|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14652,LSD|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
14657,caffeine|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
14677,meperidine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14684,cocaine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14695,ketorolac|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14701,mescaline|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14708,opioids|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
14715,propoxyphene|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14726,salvia|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14740,morphine|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
14787,nicotine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14862,marijuana|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14883,methylphenidate|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14918,MDMA|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14939,dpt|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14944,mdmethcathinone|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
14948,benzylpiperazine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15030,hydrocodone|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15074,fentanyl|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15118,benzodiazepine|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
15127,methamphetamine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15137,z-drug|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
15209,other|tizanidine,0.05405405405405405,0.8648342475554496,0.016818643075344263,0.28648449738661985,False
15227,amphetamine|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15234,coricidin|tizanidine,0.027027027027027025,0.7289530169329835,0.022041184824357164,0.28648449738661985,False
15553,MDMA|dieticyclidine,0.5,0.9987181015979013,0.0013117099928452182,0.28648449738661985,False
15978,opioids|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16010,morphine|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16017,sertraline|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16087,bupropion|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16116,serotonin|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16157,norepinephrine|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16167,antidepressant|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16184,thebaine|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16300,hydrocodone|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16495,dihydrocodeine|amfebutamone,0.09090909090909091,0.9191509658955402,0.013756726733886103,0.28648449738661985,False
16513,cobalt|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16515,oxycodone|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16528,hormone|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16557,LSD|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16562,caffeine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16579,insulin|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16589,cocaine|benzoylecgonine,0.09836065573770493,0.9306582399236824,0.011815327017018875,0.28648449738661985,False
16613,opioids|benzoylecgonine,0.06557377049180328,0.8848378249463391,0.015613364907041679,0.28648449738661985,False
16645,morphine|benzoylecgonine,0.03278688524590164,0.7666646792272835,0.020879217839856377,0.28648449738661985,False
16650,methadone|benzoylecgonine,0.03278688524590164,0.7666646792272835,0.020879217839856377,0.28648449738661985,False
16685,dextromethorphan|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16692,nicotine|benzoylecgonine,0.03278688524590164,0.7666646792272835,0.020879217839856377,0.28648449738661985,False
16710,dimethcathinone|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16740,fenfluramine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16751,serotonin|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16757,methylenedioxyamphetamines|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16767,marijuana|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16814,cannabinoid|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16817,benzylethylamine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16819,thebaine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16823,MDMA|benzoylecgonine,0.049180327868852465,0.8530884808013356,0.017401561076531267,0.28648449738661985,False
16842,THC|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16865,dimethylglyoxime|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16872,nitropropene|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16902,dimethyltryptamine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16912,dichloromethane|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16949,hydroxyzine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
16979,fentanyl|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17023,benzodiazepine|benzoylecgonine,0.03278688524590164,0.7666646792272835,0.020879217839856377,0.28648449738661985,False
17032,methamphetamine|benzoylecgonine,0.049180327868852465,0.8530884808013356,0.017401561076531267,0.28648449738661985,False
17034,benzine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17045,ecgonine|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17061,phenacetin|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17104,wormwood|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17112,igg|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17117,acetaminophen|benzoylecgonine,0.01639344262295082,0.5867219174815168,0.024880547886680857,0.28648449738661985,False
17132,amphetamine|benzoylecgonine,0.049180327868852465,0.8530884808013356,0.017401561076531267,0.28648449738661985,False
17160,hydroxyethylamide|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17185,chanoclavine|elymoclavine,0.11627906976744187,0.9552229906987837,0.009235622204376072,0.28648449738661985,False
17192,LSD|elymoclavine,0.0930232558139535,0.9293167183400907,0.011946171140181655,0.28648449738661985,False
17197,caffeine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17210,dihydroergotamine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17216,methylergonovine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17222,piper methysticum|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17248,opioids|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17259,polyhydroxynortropane|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17319,convolamine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17326,methysergide|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17327,nicotine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17351,chlorine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17377,ergometrine|elymoclavine,0.0930232558139535,0.9293167183400907,0.011946171140181655,0.28648449738661985,False
17378,methylcarbinolamide|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17386,serotonin|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17402,marijuana|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17417,bromocriptine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17419,proline|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17458,MDMA|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17460,bufotenin|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17547,dichloromethane|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17653,lysergamides|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17659,hydroxymethyl|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17743,ergopeptine|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17755,metergoline|elymoclavine,0.023255813953488375,0.6890352969234438,0.023042386893901763,0.28648449738661985,False
17883,opioids|sesquiterpene,0.25,0.9902217982351539,0.00430702957309802,0.28648449738661985,False
17901,salvia|sesquiterpene,0.25,0.9902217982351539,0.00430702957309802,0.28648449738661985,False
17915,morphine|sesquiterpene,0.25,0.9902217982351539,0.00430702957309802,0.28648449738661985,False
18424,tranylcypromine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18426,hypericum|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18433,hormone|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18435,fluoxetine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18481,phenelzine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18494,cocaine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18495,inositol|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18499,selegiline|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18508,chlorpromazine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18518,opioids|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18526,mirtazapine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18553,minaprine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18557,sertraline|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18560,anxiolytic|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18597,nicotine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18627,bupropion|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18641,fluvoxamine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18649,glucose|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18653,pramipexole|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18656,serotonin|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18672,marijuana|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18693,methylphenidate|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18697,norepinephrine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18698,hydroxyl|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18707,antidepressant|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18728,MDMA|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18731,vardenafil|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18791,venlafaxine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18793,phentolamine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18824,buprenorphine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18831,imipramine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18864,cipramil|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18888,phenethylamine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18895,adrafinil|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18928,benzodiazepine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18934,isocarboxazid|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18980,rolipram|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
18984,thymoanaesthetiser|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
19007,paroxetine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
19037,amphetamine|dalcipran,0.024390243902439025,0.7040901502504173,0.02281302530193058,0.28648449738661985,False
19097,LSD|clozapine,0.3333333333333333,0.9956475077510136,0.0024669091342714045,0.28648449738661985,False
19736,barbiturate|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19737,caffeine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19764,cocaine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19778,chlorpromazine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19795,propoxyphene|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19825,methadone|methimazole,0.08333333333333333,0.9054376341521584,0.01431267676158249,0.28648449738661985,False
19836,sodium|methimazole,0.08333333333333333,0.9054376341521584,0.01431267676158249,0.28648449738661985,False
19892,dexamethasone|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19930,prostacyclin|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
19967,norepinephrine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20035,methylprednisolone|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20124,hydroxyzine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20154,fentanyl|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20164,sulprostone|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20187,benzene|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20198,benzodiazepine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20207,methamphetamine|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
20225,metamizole|methimazole,0.041666666666666664,0.819669687574529,0.019171810930371437,0.28648449738661985,False
