,name,conditional_probability,percentile,p_value,adjusted_p_value,should reject
19,perception|phaeacantha,1.0,0.9956419711699631,0.998638484977051,1.0,False
4473,neurologic disorder|laudanum,0.02666666666666667,0.211280590010057,0.7579961687301527,1.0,False
4474,perception|laudanum,0.06666666666666667,0.47611464968152867,0.839215232511796,1.0,False
4476,sense of self|laudanum,0.013333333333333334,0.12009721756620852,0.7296422005374064,1.0,False
4477,use of substance|laudanum,0.08,0.5703989272544419,0.8681156066391535,1.0,False
4479,uninterpretable|laudanum,0.17333333333333337,0.879651357693597,0.9628083979377998,1.0,False
4483,esp|laudanum,0.04,0.2816795172644988,0.7799874005219783,1.0,False
4484,infectious|laudanum,0.013333333333333334,0.12009721756620852,0.7296422005374064,1.0,False
4485,cognitive ability|laudanum,0.10666666666666667,0.7138786456587328,0.9120954989007598,1.0,False
4486,behavior|laudanum,0.05333333333333334,0.3821656050955414,0.8110348285571027,1.0,False
4488,emotion|morphine,0.13307984790874527,0.7919879316124707,0.9358172304290251,1.0,False
4489,global nervous system|morphine,0.05798479087452472,0.4059671471672813,0.8183875239454367,1.0,False
4490,immunologic|morphine,0.0038022813688212928,0.03167951726449883,0.7014026561756728,1.0,False
4491,motor|morphine,0.0038022813688212928,0.03167951726449883,0.7014026561756728,1.0,False
4492,misclassified|morphine,0.07604562737642585,0.5283271873952397,0.8551432869209704,1.0,False
4493,gastrointestinal|morphine,0.06844106463878327,0.4840764331210191,0.8416387035394248,1.0,False
4494,song references|morphine,0.0009505703422053232,0.006537043245055313,0.6932849924788831,1.0,False
4495,cardiovascular|morphine,0.027566539923954372,0.21337579617834396,0.7586402849024826,1.0,False
4496,genitourinary|morphine,0.015209125475285171,0.13258464632919878,0.7336521772669417,1.0,False
4497,oncologic|morphine,0.017110266159695818,0.1449882668454576,0.737613298877618,1.0,False
4498,written media references|morphine,0.0028517110266159697,0.018521622527656722,0.697289826564328,1.0,False
4499,chemical process|morphine,0.008555133079847909,0.07727120348642307,0.7161196179015441,1.0,False
4500,metabolic|morphine,0.006653992395437263,0.05983908816627556,0.7102737172317147,1.0,False
4501,hematologic|morphine,0.0038022813688212928,0.03167951726449883,0.7014026561756728,1.0,False
4502,musculoskeletal|morphine,0.0019011406844106464,0.012571237009721757,0.695311194250524,1.0,False
4503,place references|morphine,0.0028517110266159697,0.018521622527656722,0.697289826564328,1.0,False
4504,property of toxin|morphine,0.05893536121673005,0.418538384177003,0.8222059371826025,1.0,False
4505,somatic sensation|morphine,0.008555133079847909,0.07727120348642307,0.7161196179015441,1.0,False
4506,neurologic disorder|morphine,0.04847908745247149,0.3343949044585987,0.7960080225247811,1.0,False
4507,perception|morphine,0.04467680608365019,0.30640295005028495,0.7876807960813053,1.0,False
4509,sense of self|morphine,0.012357414448669203,0.10878310425745893,0.7262776256412236,1.0,False
4510,use of substance|morphine,0.07129277566539924,0.4944686557157224,0.8448914259266401,1.0,False
4511,sexual activity|morphine,0.009505703422053232,0.08716057660073752,0.7192823440171765,1.0,False
4512,uninterpretable|morphine,0.16254752851711027,0.8382500838082467,0.9500893534410717,1.0,False
4513,respiratory|morphine,0.004752851711026616,0.0434126718069058,0.7053483498540775,1.0,False
4516,esp|morphine,0.013307984790874526,0.11884009386523633,0.7292012188066496,1.0,False
4517,infectious|morphine,0.016159695817490497,0.13928930606771706,0.7358930844293593,1.0,False
4518,cognitive ability|morphine,0.06368821292775666,0.4604425075427422,0.8346408505933326,1.0,False
4519,behavior|morphine,0.04657794676806084,0.32232651692926584,0.792577878916445,1.0,False
4520,integumentary|morphine,0.008555133079847909,0.07727120348642307,0.7161196179015441,1.0,False
4521,emotion|hexanoate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4525,misclassified|hexanoate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4551,cognitive ability|hexanoate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4566,metabolic|psycothria,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4578,uninterpretable|psycothria,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4584,cognitive ability|psycothria,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4587,emotion|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4588,global nervous system|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4591,misclassified|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4592,gastrointestinal|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4594,cardiovascular|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4595,genitourinary|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4598,chemical process|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4603,property of toxin|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4605,neurologic disorder|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4608,sense of self|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4609,use of substance|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4610,sexual activity|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4611,uninterpretable|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4612,respiratory|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4616,infectious|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4617,cognitive ability|minaprine,0.0625,0.44208850150854845,0.8292577878916445,1.0,False
4625,gastrointestinal|amatoxin,0.2,0.902950050284948,0.9713991848909117,1.0,False
4641,sense of self|amatoxin,0.2,0.902950050284948,0.9713991848909117,1.0,False
4642,use of substance|amatoxin,0.2,0.902950050284948,0.9713991848909117,1.0,False
4644,uninterpretable|amatoxin,0.2,0.902950050284948,0.9713991848909117,1.0,False
4652,integumentary|amatoxin,0.2,0.902950050284948,0.9713991848909117,1.0,False
4653,emotion|methadone,0.14035087719298245,0.8015420717398593,0.9389503863411374,1.0,False
4654,global nervous system|methadone,0.06491228070175438,0.467230975527992,0.8366451961275891,1.0,False
4655,immunologic|methadone,0.003508771929824561,0.02740529668119343,0.6999280029827337,1.0,False
4657,misclassified|methadone,0.07894736842105263,0.5670465973851827,0.8669212275491444,1.0,False
4658,gastrointestinal|methadone,0.07719298245614034,0.562018102581294,0.8653450071354186,1.0,False
4660,cardiovascular|methadone,0.021052631578947368,0.17951726449882668,0.7481274347205615,1.0,False
4661,genitourinary|methadone,0.008771929824561403,0.07785786121354342,0.7162918964785745,1.0,False
4662,oncologic|methadone,0.014035087719298244,0.12462286288970835,0.7309510034584281,1.0,False
4663,written media references|methadone,0.005263157894736842,0.04877639959772041,0.7069245702678032,1.0,False
4664,chemical process|methadone,0.007017543859649122,0.06268856855514583,0.7111466810660702,1.0,False
4665,metabolic|methadone,0.012280701754385965,0.10626885685551458,0.7253699489592574,1.0,False
4666,hematologic|methadone,0.005263157894736842,0.04877639959772041,0.7069245702678032,1.0,False
4667,musculoskeletal|methadone,0.003508771929824561,0.02740529668119343,0.6999280029827337,1.0,False
4668,place references|methadone,0.003508771929824561,0.02740529668119343,0.6999280029827337,1.0,False
4669,property of toxin|methadone,0.05614035087719298,0.3989272544418371,0.8162314704105116,1.0,False
4670,somatic sensation|methadone,0.005263157894736842,0.04877639959772041,0.7069245702678032,1.0,False
4671,neurologic disorder|methadone,0.052631578947368425,0.37939993295340263,0.8079993828827091,1.0,False
4672,perception|methadone,0.052631578947368425,0.37939993295340263,0.8079993828827091,1.0,False
4674,sense of self|methadone,0.017543859649122806,0.14892725444183708,0.7385531170851494,1.0,False
4675,use of substance|methadone,0.06491228070175438,0.467230975527992,0.8366451961275891,1.0,False
4676,sexual activity|methadone,0.014035087719298244,0.12462286288970835,0.7309510034584281,1.0,False
4677,uninterpretable|methadone,0.15087719298245614,0.8303721086154877,0.9474627479718697,1.0,False
4678,respiratory|methadone,0.003508771929824561,0.02740529668119343,0.6999280029827337,1.0,False
4681,esp|methadone,0.015789473684210523,0.1379483741200134,0.7354032475797432,1.0,False
4682,infectious|methadone,0.010526315789473684,0.094954743546765,0.7217032437227602,1.0,False
4683,cognitive ability|methadone,0.043859649122807015,0.3028830036875629,0.7864774173641378,1.0,False
4684,behavior|methadone,0.05789473684210526,0.4057995306738183,0.8183322405214642,1.0,False
4685,integumentary|methadone,0.008771929824561403,0.07785786121354342,0.7162918964785745,1.0,False
4686,emotion|mucuadinine,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4687,global nervous system|mucuadinine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4709,sexual activity|mucuadinine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4710,uninterpretable|mucuadinine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4716,cognitive ability|mucuadinine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4719,emotion|sertraline,0.09210526315789475,0.6708012068387529,0.8991103225723507,1.0,False
4720,global nervous system|sertraline,0.039473684210526314,0.2770700636942675,0.7783340404468959,1.0,False
4722,motor|sertraline,0.013157894736842105,0.1178343949044586,0.7287576657538474,1.0,False
4723,misclassified|sertraline,0.05263157894736842,0.3696781763325511,0.8049677941913835,1.0,False
4724,gastrointestinal|sertraline,0.06578947368421052,0.4702480724103252,0.8375374448772837,1.0,False
4726,cardiovascular|sertraline,0.07894736842105263,0.5670465973851827,0.8669212275491444,1.0,False
4727,genitourinary|sertraline,0.039473684210526314,0.2770700636942675,0.7783340404468959,1.0,False
4728,oncologic|sertraline,0.013157894736842105,0.1178343949044586,0.7287576657538474,1.0,False
4730,chemical process|sertraline,0.039473684210526314,0.2770700636942675,0.7783340404468959,1.0,False
4735,property of toxin|sertraline,0.06578947368421052,0.4702480724103252,0.8375374448772837,1.0,False
4737,neurologic disorder|sertraline,0.05263157894736842,0.3696781763325511,0.8049677941913835,1.0,False
4738,perception|sertraline,0.06578947368421052,0.4702480724103252,0.8375374448772837,1.0,False
4740,sense of self|sertraline,0.013157894736842105,0.1178343949044586,0.7287576657538474,1.0,False
4741,use of substance|sertraline,0.06578947368421052,0.4702480724103252,0.8375374448772837,1.0,False
4742,sexual activity|sertraline,0.02631578947368421,0.20960442507542743,0.7573867654054331,1.0,False
4743,uninterpretable|sertraline,0.11842105263157894,0.759470331880657,0.9260127794705649,1.0,False
4744,respiratory|sertraline,0.013157894736842105,0.1178343949044586,0.7287576657538474,1.0,False
4747,esp|sertraline,0.02631578947368421,0.20960442507542743,0.7573867654054331,1.0,False
4748,infectious|sertraline,0.013157894736842105,0.1178343949044586,0.7287576657538474,1.0,False
4749,cognitive ability|sertraline,0.05263157894736842,0.3696781763325511,0.8049677941913835,1.0,False
4750,behavior|sertraline,0.05263157894736842,0.3696781763325511,0.8049677941913835,1.0,False
4752,emotion|dipropylaminomethylene,0.5,0.9844954743546765,0.9950759182833854,1.0,False
4756,misclassified|dipropylaminomethylene,0.5,0.9844954743546765,0.9950759182833854,1.0,False
4785,emotion|lighterfluid,0.5,0.9844954743546765,0.9950759182833854,1.0,False
4816,behavior|lighterfluid,0.5,0.9844954743546765,0.9950759182833854,1.0,False
4818,emotion|anxiolytic,0.11428571428571427,0.749664767013074,0.9231971818310385,1.0,False
4819,global nervous system|anxiolytic,0.09714285714285714,0.6803553469661414,0.9018783507540402,1.0,False
4820,immunologic|anxiolytic,0.011428571428571427,0.10107274555816292,0.723752587392808,1.0,False
4822,misclassified|anxiolytic,0.06285714285714285,0.4573416024136775,0.8336238927244444,1.0,False
4823,gastrointestinal|anxiolytic,0.06857142857142856,0.484411666107945,0.841661845437832,1.0,False
4825,cardiovascular|anxiolytic,0.05142857142857142,0.3542574589339591,0.8024427559429681,1.0,False
4826,genitourinary|anxiolytic,0.028571428571428567,0.21647670130740865,0.7593422558208304,1.0,False
4829,chemical process|anxiolytic,0.01714285714285714,0.14582634931277239,0.7376390120980704,1.0,False
4830,metabolic|anxiolytic,0.005714285714285713,0.05045256453234998,0.7072704130828865,1.0,False
4834,property of toxin|anxiolytic,0.08,0.5703989272544419,0.8681156066391535,1.0,False
4835,somatic sensation|anxiolytic,0.005714285714285713,0.05045256453234998,0.7072704130828865,1.0,False
4836,neurologic disorder|anxiolytic,0.05142857142857142,0.3542574589339591,0.8024427559429681,1.0,False
4837,perception|anxiolytic,0.04,0.2816795172644988,0.7799874005219783,1.0,False
4839,sense of self|anxiolytic,0.01714285714285714,0.14582634931277239,0.7376390120980704,1.0,False
4840,use of substance|anxiolytic,0.06857142857142856,0.484411666107945,0.841661845437832,1.0,False
4841,sexual activity|anxiolytic,0.01714285714285714,0.14582634931277239,0.7376390120980704,1.0,False
4842,uninterpretable|anxiolytic,0.1257142857142857,0.7861213543412672,0.9340224476414548,1.0,False
4843,respiratory|anxiolytic,0.01714285714285714,0.14582634931277239,0.7376390120980704,1.0,False
4846,esp|anxiolytic,0.011428571428571427,0.10107274555816292,0.723752587392808,1.0,False
4847,infectious|anxiolytic,0.022857142857142854,0.1887361716392893,0.751083169411553,1.0,False
4848,cognitive ability|anxiolytic,0.04,0.2816795172644988,0.7799874005219783,1.0,False
4849,behavior|anxiolytic,0.03428571428571428,0.24044585987261147,0.7672387858217303,1.0,False
4850,integumentary|anxiolytic,0.011428571428571427,0.10107274555816292,0.723752587392808,1.0,False
4852,global nervous system|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4855,misclassified|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4858,cardiovascular|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4862,chemical process|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4866,place references|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4867,property of toxin|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4869,neurologic disorder|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4870,perception|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4873,use of substance|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4874,sexual activity|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4875,uninterpretable|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4881,cognitive ability|mycotaxon,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
4900,property of toxin|phenolate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4903,perception|phenolate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4914,cognitive ability|phenolate,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4921,misclassified|cyclohexylpiperidine,1.0,0.9956419711699631,0.998638484977051,1.0,False
4950,emotion|hepatotoxin,0.2222222222222222,0.9220583305397251,0.9756238670112238,1.0,False
4955,gastrointestinal|hepatotoxin,0.2222222222222222,0.9220583305397251,0.9756238670112238,1.0,False
4958,genitourinary|hepatotoxin,0.1111111111111111,0.7333221589004358,0.9158457721037272,1.0,False
4972,use of substance|hepatotoxin,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
4974,uninterpretable|hepatotoxin,0.1111111111111111,0.7333221589004358,0.9158457721037272,1.0,False
4983,emotion|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4984,global nervous system|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4987,misclassified|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
4995,metabolic|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5002,perception|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5007,uninterpretable|alphamethylphenethylene,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5016,emotion|sodium,0.12686567164179105,0.7872108615487764,0.9343502912022216,1.0,False
5017,global nervous system|sodium,0.04664179104477612,0.32266174991619173,0.7927000167135932,1.0,False
5018,immunologic|sodium,0.0037313432835820895,0.03109285953737848,0.7011930934289865,1.0,False
5019,motor|sodium,0.0037313432835820895,0.03109285953737848,0.7011930934289865,1.0,False
5020,misclassified|sodium,0.08022388059701493,0.5722427086825344,0.8686928684383075,1.0,False
5021,gastrointestinal|sodium,0.06156716417910448,0.42507542742205834,0.8241665702420901,1.0,False
5022,song references|sodium,0.0018656716417910447,0.012236004022795843,0.6951749141821267,1.0,False
5023,cardiovascular|sodium,0.02611940298507463,0.2085149178679182,0.7572312004216969,1.0,False
5024,genitourinary|sodium,0.014925373134328358,0.1309922896413007,0.7330890577390367,1.0,False
5025,oncologic|sodium,0.020522388059701493,0.1744049614482065,0.7466206400020571,1.0,False
5026,written media references|sodium,0.0018656716417910447,0.012236004022795843,0.6951749141821267,1.0,False
5027,chemical process|sodium,0.02238805970149254,0.18630573248407642,0.7505110502564893,1.0,False
5028,metabolic|sodium,0.01119402985074627,0.09897753938987597,0.7231161851866136,1.0,False
5029,hematologic|sodium,0.0018656716417910447,0.012236004022795843,0.6951749141821267,1.0,False
5030,musculoskeletal|sodium,0.0037313432835820895,0.03109285953737848,0.7011930934289865,1.0,False
5031,place references|sodium,0.005597014925373135,0.04944686557157224,0.7071868451164166,1.0,False
5032,property of toxin|sodium,0.05597014925373135,0.39792155548105934,0.8160013370874635,1.0,False
5033,somatic sensation|sodium,0.0037313432835820895,0.03109285953737848,0.7011930934289865,1.0,False
5034,neurologic disorder|sodium,0.042910447761194036,0.2971840429098223,0.7848921973232539,1.0,False
5035,perception|sodium,0.057835820895522395,0.4054642976868924,0.8182358159447681,1.0,False
5037,sense of self|sodium,0.020522388059701493,0.1744049614482065,0.7466206400020571,1.0,False
5038,use of substance|sodium,0.04477611940298508,0.3070734160241368,0.787964927167303,1.0,False
5039,sexual activity|sodium,0.013059701492537315,0.11649346295675495,0.7284838199560304,1.0,False
5040,uninterpretable|sodium,0.1697761194029851,0.8788132752262823,0.9625384091230507,1.0,False
5041,respiratory|sodium,0.009328358208955225,0.08548441166610794,0.7187487946927914,1.0,False
5044,esp|sodium,0.016791044776119403,0.1414683204827355,0.736494773787943,1.0,False
5045,infectious|sodium,0.007462686567164179,0.06629232316459939,0.7124336277497075,1.0,False
5046,cognitive ability|sodium,0.06529850746268658,0.468990948709353,0.8372250292487883,1.0,False
5047,behavior|sodium,0.04850746268656717,0.33473013744552466,0.7961430169321557,1.0,False
5048,integumentary|sodium,0.01119402985074627,0.09897753938987597,0.7231161851866136,1.0,False
5049,emotion|ethacetin,0.5,0.9844954743546765,0.9950759182833854,1.0,False
5053,misclassified|ethacetin,0.5,0.9844954743546765,0.9950759182833854,1.0,False
5082,emotion|selenium,0.09677419354838708,0.6790982232651693,0.9012458055309138,1.0,False
5083,global nervous system|selenium,0.06451612903225805,0.4638786456587328,0.835239968629871,1.0,False
5086,misclassified|selenium,0.06451612903225805,0.4638786456587328,0.835239968629871,1.0,False
5087,gastrointestinal|selenium,0.06451612903225805,0.4638786456587328,0.835239968629871,1.0,False
5089,cardiovascular|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5090,genitourinary|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5091,oncologic|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5093,chemical process|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5098,property of toxin|selenium,0.06451612903225805,0.4638786456587328,0.835239968629871,1.0,False
5100,neurologic disorder|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5101,perception|selenium,0.06451612903225805,0.4638786456587328,0.835239968629871,1.0,False
5102,endocrine|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5104,use of substance|selenium,0.09677419354838708,0.6790982232651693,0.9012458055309138,1.0,False
5105,sexual activity|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5106,uninterpretable|selenium,0.16129032258064513,0.8379986590680523,0.9499877862202851,1.0,False
5111,infectious|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5112,cognitive ability|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5113,behavior|selenium,0.032258064516129024,0.23189741870600067,0.7638433550610048,1.0,False
5115,emotion|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5118,motor|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5122,cardiovascular|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5131,property of toxin|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5133,neurologic disorder|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5134,perception|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5139,uninterpretable|cinchona,0.15384615384615383,0.8327187395239691,0.9479898689911419,1.0,False
5140,respiratory|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5143,esp|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5144,infectious|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5146,behavior|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5147,integumentary|cinchona,0.07692307692307691,0.5454240697284612,0.8563800928247258,1.0,False
5148,emotion|clorphenylpiperazine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5153,gastrointestinal|clorphenylpiperazine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5172,uninterpretable|clorphenylpiperazine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5179,behavior|clorphenylpiperazine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5190,oncologic|caspofungin,0.2,0.902950050284948,0.9713991848909117,1.0,False
5203,use of substance|caspofungin,0.2,0.902950050284948,0.9713991848909117,1.0,False
5205,uninterpretable|caspofungin,0.2,0.902950050284948,0.9713991848909117,1.0,False
5210,infectious|caspofungin,0.2,0.902950050284948,0.9713991848909117,1.0,False
5211,cognitive ability|caspofungin,0.2,0.902950050284948,0.9713991848909117,1.0,False
5214,emotion|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5217,motor|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5218,misclassified|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5219,gastrointestinal|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5230,property of toxin|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5232,neurologic disorder|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5233,perception|diethyltryptamine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
5235,sense of self|diethyltryptamine,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5238,uninterpretable|diethyltryptamine,0.18181818181818182,0.8823332215890044,0.9636762191280647,1.0,False
5247,emotion|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5256,oncologic|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5266,perception|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5269,use of substance|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5271,uninterpretable|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5277,cognitive ability|amitoxins,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5296,property of toxin|benzocyclobutene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
5299,perception|benzocyclobutene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
5311,behavior|benzocyclobutene,0.3333333333333333,0.9655548105933623,0.9874918039109808,1.0,False
5318,gastrointestinal|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5320,cardiovascular|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5321,genitourinary|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5329,property of toxin|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5330,somatic sensation|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5331,neurologic disorder|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5335,use of substance|desmopressin,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5337,uninterpretable|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5338,respiratory|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5343,cognitive ability|desmopressin,0.08333333333333333,0.5862386858866913,0.871862022859053,1.0,False
5379,emotion|propylthiophenethylamine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5398,perception|propylthiophenethylamine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5400,sense of self|propylthiophenethylamine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5403,uninterpretable|propylthiophenethylamine,0.25,0.9383171304056319,0.9806855144572582,1.0,False
5478,emotion|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5482,misclassified|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5483,gastrointestinal|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5490,metabolic|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5494,property of toxin|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5495,somatic sensation|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5496,neurologic disorder|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5497,perception|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5499,sense of self|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5500,use of substance|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5502,uninterpretable|N-Ethyl-3-piperidyl benzilate,0.09090909090909091,0.6393731143144485,0.8904848227716281,1.0,False
5568,uninterpretable|zeylanicum,1.0,0.9956419711699631,0.998638484977051,1.0,False
5577,emotion|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5581,misclassified|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5584,cardiovascular|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5585,genitourinary|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5601,uninterpretable|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5607,cognitive ability|sulbutiamine,0.16666666666666666,0.858447871270533,0.9537817718980215,1.0,False
5629,perception|resperine,1.0,0.9956419711699631,0.998638484977051,1.0,False
5643,emotion|ayahuasca,0.1607142857142857,0.8377472343278579,0.9499492163896068,1.0,False
5644,global nervous system|ayahuasca,0.05357142857142857,0.3830036875628562,0.8111929648628844,1.0,False
