,prior,marginal,conditional_probability,source,percentile,p_value,bh_thresh,bayes ratio
2598,cannabinoid receptor agonists,analgesic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.00016501650165016502
2908,chemical reagent,chemotherapeutic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.0008130081300813007
2602,structural class,analgesic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.000130718954248366
2478,sedative,paralytic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.0007751937984496123
3127,anticholinergic medicine,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.00045662100456621
2470,inhalant,paralytic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.006666666666666666
2458,functional class,paralytic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.00024618414574101424
2610,tricyclic antidepressants,analgesic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.010416666666666666
3122,cholinergic plant,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.018518518518518517
3125,abortifacient,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.041666666666666664
3102,opioid,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,2.597672485453034e-05
2395,anticholinergic medicine,dopamine agonist,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.00045662100456621
3131,chemotherapeutic,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.006944444444444444
3451,metabolite,nonopioid analgesic,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.00228310502283105
2398,plant,dopamine agonist,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.0016339869281045752
3151,structural class,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.000130718954248366
3158,element,hepatotoxin,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.0004901960784313725
2388,alcohol,dopamine agonist,5.85267642893095e-06,dd,0.9307012286484867,0.07132154629907102,0.04653506143242434,0.0006242197253433209
965,genitourinary,infectious,5.786553335947998e-06,ss,0.9286784537009289,0.07147138148037159,0.04643392268504645,0.0005402160864345738
2641,functional class,anticholinergic medicine,5.772502779219567e-06,dd,0.9284537009289782,0.07177105184297274,0.04642268504644891,0.0002428117601829182
3818,cannabinoid receptor agonists,metabolite,5.772502779219567e-06,dd,0.9284537009289782,0.07177105184297274,0.04642268504644891,0.00016275600162756002
4105,functional class,structural class,5.756279405395616e-06,dd,0.9282289481570273,0.0719208870242733,0.046411447407851365,0.00024212934804645635
2700,anticholinergic medicine,maoi,5.663880415094468e-06,dd,0.9280791129757266,0.07207072220557387,0.04640395564878634,0.00044189129474149356
4183,metabolite,chemical reagent,5.652828941113796e-06,dd,0.9279292777944261,0.07222055738687444,0.04639646388972131,0.002205145339124624
3513,cannabinoid receptor agonists,inhalant,5.618569371773712e-06,dd,0.9277045250224752,0.07252022774947557,0.04638522625112377,0.00015841584158415842
3514,endogenous chemical,inhalant,5.618569371773712e-06,dd,0.9277045250224752,0.07252022774947557,0.04638522625112377,0.00026359143327841844
8698,cannabinoid receptor agonists,cognitive ability,5.617392954401063e-06,sd,0.9274797722505245,0.07267006293077614,0.04637398861252622,0.00015838267243809809
995,gastrointestinal,cognitive ability,5.60696878936893e-06,ss,0.9273299370692238,0.07281989811207672,0.0463664968534612,0.00016655245926602708
4124,endogenous chemical,structural class,5.508401344876188e-06,dd,0.9271801018879233,0.07296973329337729,0.046359005094396166,0.00025842297380237106
1378,cannabinoid receptor agonists,antibiotic/antifungal,5.449043571763298e-06,dd,0.9270302667066227,0.07311956847467785,0.04635151333533114,0.00015363605326049846
1543,functional class,anti-inflammatory,5.402470549782415e-06,dd,0.9268804315253222,0.07326940365597842,0.04634402157626611,0.00022724690376093622
8824,structural class,integumentary,5.327953714613003e-06,sd,0.9267305963440216,0.073419238837279,0.04633652981720108,0.00011899932386747802
3791,alcohol,metabolite,5.29146088095127e-06,dd,0.9265058435720708,0.07371890919988013,0.04632529217860354,0.0005643630393514956
3800,functional class,metabolite,5.29146088095127e-06,dd,0.9265058435720708,0.07371890919988013,0.04632529217860354,0.00022257744683434167
8576,cannabinoid receptor agonists,esp,5.238880230328148e-06,sd,0.9262810908001199,0.0738687443811807,0.046314054540006,0.00014771048744460858
3529,opioid,psychedelic,5.2083665738644926e-06,dd,0.9261312556188193,0.07401857956248127,0.04630656278094097,2.3116997338519195e-05
1469,moiety,ergot,5.181057822332316e-06,dd,0.9259814204375187,0.07416841474378184,0.046299071021875936,0.0014464802314368371
8702,structural class,cognitive ability,5.176236439657523e-06,sd,0.9258315852562181,0.0743182499250824,0.04629157926281092,0.00011561073340559003
1988,cannabinoid receptor agonists,moiety,5.164126260821427e-06,dd,0.9256068324842673,0.07461792028768355,0.046280341624213364,0.00014560279557367505
2822,anticholinergic medicine,plant,5.164126260821427e-06,dd,0.9256068324842673,0.07461792028768355,0.046280341624213364,0.0004029008863819501
966,oncologic,infectious,5.143602965287109e-06,ss,0.9253820797123165,0.07476775546898412,0.046269103985615824,0.0006167604656541516
1931,structural class,stimulants,5.072735540214138e-06,dd,0.9252322445310159,0.0749175906502847,0.04626161222655079,0.00011329905096366902
3940,cannabinoid receptor agonists,endogenous chemical,5.033108889459565e-06,dd,0.9250824093497153,0.07506742583158525,0.046254120467485775,0.00014190875430211884
945,sense of self,esp,5.029163497540231e-06,ss,0.9249325741684148,0.07521726101288582,0.046246628708420744,0.00032540181640025156
4774,anticholinergic medicine,vasoactive,5.016579796226528e-06,dd,0.9247078213964639,0.07551693137548697,0.0462353910698232,0.00039138943248532285
4796,sedative,vasoactive,5.016579796226528e-06,dd,0.9247078213964639,0.07551693137548697,0.0462353910698232,0.0006644518272425248
1084,esp,integumentary,5.012795820911274e-06,ss,0.924483068624513,0.07566676655678753,0.04622415343122565,0.0001935516732032802
4153,moiety,chemical reagent,4.967637554312123e-06,dd,0.9243332334432125,0.0758166017380881,0.04621666167216063,0.0013868962219033955
8763,structural class,behavior,4.918363625517274e-06,sd,0.9241833982619119,0.07596643691938867,0.0462091699130956,0.00010985116938341601
1051,esp,behavior,4.868364045316692e-06,ss,0.9240335630806114,0.07611627210068925,0.04620167815403057,0.00018797494260646723
4554,structural class,element,4.8542786851721416e-06,dd,0.9238837278993107,0.0762661072819898,0.04619418639496554,0.00010841983852364476
4038,dopamine agonist,antidepressant,4.843594286011821e-06,dd,0.9237338927180102,0.07641594246329038,0.046186694635900506,0.022988505747126436
8759,cannabinoid receptor agonists,behavior,4.839035179944415e-06,sd,0.9235840575367096,0.07656577764459095,0.04617920287683549,0.00013643683645472981
3787,moiety,metabolite,4.810418982682972e-06,dd,0.9233593047647588,0.07686544800719208,0.04616796523823794,0.0013430029546065
2659,cannabinoid receptor agonists,anticholinergic medicine,4.810418982682972e-06,dd,0.9233593047647588,0.07686544800719208,0.04616796523823794,0.0001356300013563
4164,anticholinergic medicine,chemical reagent,4.7963397076117055e-06,dd,0.9231345519928079,0.07701528318849266,0.046156727599640394,0.00037420648179084526
1018,esp,cognitive ability,4.773933426376975e-06,ss,0.9229847168115073,0.07716511836979323,0.04614923584057537,0.0001843288327407594
4001,cannabinoid receptor agonists,sedative,4.7365846448092336e-06,dd,0.9228348816302068,0.0773149535510938,0.046141744081510346,0.0001335482385447847
8610,alcohol,infectious,4.721486867036733e-06,sd,0.9226850464489063,0.07746478873239436,0.046134252322445314,0.0005035722154030152
3635,cannabinoid receptor agonists,antipsychotic,4.68214114314476e-06,dd,0.9224602936769554,0.0777644590949955,0.046123014683847774,0.000132013201320132
3615,anticholinergic medicine,antipsychotic,4.68214114314476e-06,dd,0.9224602936769554,0.0777644590949955,0.046123014683847774,0.000365296803652968
3883,structural class,cannabinoid receptor agonists,4.658962226594538e-06,dd,0.9222355409050045,0.07791429427629608,0.04611177704525023,0.0001040574645699864
1617,psychedelic,mushrooms,4.580355466119874e-06,dd,0.922085705723704,0.07806412945759664,0.0461042852861852,1.3053921397987956e-05
4555,chemical reagent,element,4.544431109522856e-06,dd,0.9219358705424033,0.07821396463889721,0.04609679352712017,0.0006312769010043042
2732,tricyclic antidepressants,maoi,4.531104332075574e-06,dd,0.9217860353611028,0.07836379982019778,0.04608930176805514,0.008064516129032258
1063,cardiovascular,integumentary,4.485133102920613e-06,ss,0.9216362001798022,0.07851363500149836,0.046081810008990115,0.00029832412038255677
2841,metabolite,plant,4.475576092711903e-06,dd,0.9214114474078514,0.07881330536409949,0.046070572370392575,0.0017459038409884501
2844,sedative,plant,4.475576092711903e-06,dd,0.9214114474078514,0.07881330536409949,0.046070572370392575,0.0005927952576379389
4775,maoi,vasoactive,4.459182041090247e-06,dd,0.9211117770452503,0.07911297572670063,0.04605558885226251,0.0013654207202594296
4797,antidepressant,vasoactive,4.459182041090247e-06,dd,0.9211117770452503,0.07911297572670063,0.04605558885226251,0.004378762999452654
2660,endogenous chemical,anticholinergic medicine,4.425585464068335e-06,dd,0.9208870242732994,0.0792628109080012,0.04604435121366497,0.0002076233892261515
4613,sedative,tricyclic antidepressants,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.0005813953488372093
2884,maoi,chemotherapeutic,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.0013440860215053762
4587,dopamine agonist,tricyclic antidepressants,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.020833333333333332
2946,functional class,nsaid,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.0001846381093057607
2979,vasoactive,nsaid,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.001984126984126984
4622,element,tricyclic antidepressants,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.0003676470588235294
4591,anticholinergic medicine,tricyclic antidepressants,4.3895073216982125e-06,dd,0.9202876835480971,0.08031165717710519,0.04601438417740486,0.0003424657534246575
8680,functional class,cognitive ability,4.3527442788029175e-06,sd,0.9196883428228948,0.08046149235840576,0.04598441714114475,0.00018309172648075432
929,gastrointestinal,esp,4.3510740371977274e-06,ss,0.9195385076415943,0.08061132753970632,0.04597692538207972,0.0001292466765140325
1028,gastrointestinal,behavior,4.349840064158701e-06,ss,0.9193886724602937,0.08076116272100689,0.045969433623014685,0.00012921002190580504
1442,antidepressant,ssri,4.3442546688972005e-06,dd,0.9192388372789931,0.08091099790230746,0.045961941863949654,0.004265908282971916
3861,functional class,cannabinoid receptor agonists,4.24174172869055e-06,dd,0.9190890020976925,0.08106083308360804,0.04595445010488462,0.00017842256899249745
3493,anticholinergic medicine,inhalant,4.213927028830284e-06,dd,0.9187893317350914,0.08151033862750974,0.045939466586754574,0.00032876712328767124
3471,cardioactive,inhalant,4.213927028830284e-06,dd,0.9187893317350914,0.08151033862750974,0.045939466586754574,0.001081081081081081
3512,metabolite,inhalant,4.213927028830284e-06,dd,0.9187893317350914,0.08151033862750974,0.045939466586754574,0.0016438356164383563
2826,chemotherapeutic,plant,4.131301008657142e-06,dd,0.9182649086005394,0.08210967935271202,0.04591324543002697,0.004901960784313726
1990,sedative,moiety,4.131301008657142e-06,dd,0.9182649086005394,0.08210967935271202,0.04591324543002697,0.0005471956224350206
1946,cardioactive,moiety,4.131301008657142e-06,dd,0.9182649086005394,0.08210967935271202,0.04591324543002697,0.0010598834128245894
1948,ssri,moiety,4.131301008657142e-06,dd,0.9182649086005394,0.08210967935271202,0.04591324543002697,0.0006064281382656156
3578,structural class,psychedelic,4.1188971825703e-06,dd,0.917890320647288,0.08225951453401259,0.0458945160323644,9.199516475925838e-05
1500,cannabinoid receptor agonists,ergot,4.029711639591802e-06,dd,0.9177404854659874,0.08240934971531315,0.04588702427329937,0.00011361791916896607
2741,ssri,functional class,3.942127698068705e-06,dd,0.9175906502846869,0.08255918489661372,0.04587953251423434,0.00057865964153558
8699,endogenous chemical,cognitive ability,3.940998198375614e-06,sd,0.9174408151033863,0.0827090200779143,0.04587204075516932,0.00018488930098046517
4763,moiety,vasoactive,3.901784285953967e-06,dd,0.9172909799220857,0.08285885525921487,0.04586454899610429,0.0010893246187363835
3270,endogenous chemical,antinausea,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.0001830496064433461
3277,steroid,antinausea,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.01111111111111111
2354,cannabinoid receptor agonists,cholinergic plant,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.00011001100110011
3271,sedative,antinausea,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.0005167958656330748
3249,anticholinergic medicine,antinausea,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.00030441400304413995
2342,hepatotoxin,cholinergic plant,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.018518518518518514
2338,chemotherapeutic,cholinergic plant,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.0046296296296296285
3229,ssri,antinausea,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.0005727376861397479
2327,alcohol,cholinergic plant,3.901784285953966e-06,dd,0.9165418040155828,0.08420737189092,0.045827090200779144,0.0004161464835622138
3802,chemotherapeutic,metabolite,3.848335186146378e-06,dd,0.91579262810908,0.08435720707222055,0.045789631405454,0.0045662100456621
1286,moiety,cardioactive,3.7963306566038593e-06,dd,0.9156427929277794,0.08450704225352113,0.04578213964638898,0.0010598834128245894
2731,element,maoi,3.7759202767296448e-06,dd,0.9154180401558286,0.08480671261612227,0.04577090200779143,0.0003162555344718532
2720,cannabinoid receptor agonists,maoi,3.7759202767296448e-06,dd,0.9154180401558286,0.08480671261612227,0.04577090200779143,0.0001064622591291387
3637,sedative,antipsychotic,3.745712914515808e-06,dd,0.9151932873838777,0.08495654779742283,0.04575966436919389,0.0004961240310077519
1064,genitourinary,integumentary,3.6936390259346226e-06,ss,0.9150434522025772,0.0851063829787234,0.045752172610128865,0.0003448275862068965
4123,cannabinoid receptor agonists,structural class,3.6906289010670456e-06,dd,0.9148936170212766,0.08525621816002397,0.04574468085106383,0.0001040574645699864
2236,structural class,alcohol,3.6825829215745305e-06,dd,0.9147437818399761,0.08540605334132455,0.0457371890919988,8.225012851582581e-05
1383,chemical reagent,antibiotic/antifungal,3.6326957145088655e-06,dd,0.9145939466586754,0.0855558885226251,0.04572969733293377,0.0005046257359125315
4550,cannabinoid receptor agonists,element,3.614888382574999e-06,dd,0.9144441114773749,0.08570572370392568,0.045722205573868746,0.00010192195690157252
4166,functional class,chemical reagent,3.597254780708779e-06,dd,0.9142942762960743,0.08585555888522625,0.04571471381480372,0.00015131318226033072
3951,element,endogenous chemical,3.5868132315688855e-06,dd,0.9141444411147738,0.08600539406652682,0.04570722205573869,0.00030041670704525635
8617,anticholinergic medicine,infectious,3.5411151502775494e-06,sd,0.9139196883428229,0.08630506442912796,0.04569598441714115,0.0002762748935190514
8620,plant,infectious,3.5411151502775494e-06,sd,0.9139196883428229,0.08630506442912796,0.04569598441714115,0.0009886307464162135
8558,functional class,esp,3.5271668877456835e-06,sd,0.913694935570872,0.08645489961042853,0.04568474677854361,0.00014836503908764227
4367,cannabinoid receptor agonists,steroid,3.5116058573585697e-06,dd,0.9133952652082709,0.08690440515433023,0.04566976326041355,9.9009900990099e-05
4362,psychedelic,steroid,3.5116058573585697e-06,dd,0.9133952652082709,0.08690440515433023,0.04566976326041355,1.0008006405124098e-05
4357,antinausea,steroid,3.5116058573585697e-06,dd,0.9133952652082709,0.08690440515433023,0.04566976326041355,0.01111111111111111
1044,sense of self,behavior,3.4568265410532717e-06,ss,0.9130955948456697,0.0870542403356308,0.045654779742283484,0.00022366694500775377
1499,metabolite,ergot,3.454038548221544e-06,dd,0.9129457596643692,0.08720407551693138,0.04564728798321847,0.0013474062429822589
1968,anticholinergic medicine,moiety,3.4427508405476177e-06,dd,0.9127210068924183,0.08750374587953251,0.04563605034462091,0.0002686005909213
1987,metabolite,moiety,3.4427508405476177e-06,dd,0.9127210068924183,0.08750374587953251,0.04563605034462091,0.0013430029546065
3981,anticholinergic medicine,sedative,3.4299406048618593e-06,dd,0.9124962541204675,0.08765358106083308,0.04562481270602337,0.00026760114686205796
1077,sense of self,integumentary,3.4298076669392924e-06,ss,0.9123464189391669,0.08780341624213366,0.04561732094695834,0.00022191874359849778
2215,plant,alcohol,3.4195412843192068e-06,dd,0.9121965837578664,0.08795325142343423,0.04560982918789332,0.0009546889917015495
8821,endogenous chemical,integumentary,3.3905160002082744e-06,sd,0.9120467485765658,0.08810308660473479,0.04560233742882829,0.0001590637959438732
1011,sense of self,cognitive ability,3.3641812736213584e-06,ss,0.9118969133952652,0.08825292178603536,0.04559484566976326,0.0002176725210209463
3900,ssri,endogenous chemical,3.3554059263063767e-06,dd,0.9117470782139646,0.08840275696733593,0.04558735391069823,0.0004925355389867356
1928,endogenous chemical,stimulants,3.3319074765982164e-06,dd,0.9115972430326641,0.0885525921486365,0.045579862151633205,0.0001563142161632412
8577,endogenous chemical,esp,3.319686482584173e-06,sd,0.9114474078513635,0.08870242732993706,0.04557237039256818,0.00015574087638311283
3616,maoi,antipsychotic,3.2774988002013324e-06,dd,0.911297572670063,0.08885226251123764,0.04556487863350315,0.001003584229390681
980,sexual activity,infectious,3.2147518533044434e-06,ss,0.9110728198981121,0.08915193287383878,0.04555364099490561,0.00034160005465600873
978,sense of self,infectious,3.2147518533044434e-06,ss,0.9110728198981121,0.08915193287383878,0.04555364099490561,0.00020800399367667857
4532,functional class,element,3.2017582817092844e-06,dd,0.9108480671261612,0.08930176805513934,0.04554240335630806,0.0001346772091406725
1328,element,cardioactive,3.163608880503216e-06,dd,0.9106233143542104,0.08960143841774049,0.04553116571771052,0.0002649708532061473
1322,chemical reagent,cardioactive,3.163608880503216e-06,dd,0.9106233143542104,0.08960143841774049,0.04553116571771052,0.0004394638540980004
8741,functional class,behavior,3.1202521925324646e-06,sd,0.9103985615822595,0.08975127359904106,0.045519928079112974,0.00013124877649445642
2761,anticholinergic medicine,functional class,3.1122060774226618e-06,dd,0.910248726400959,0.08990110878034162,0.04551243632004795,0.00024281176018291816
1927,cannabinoid receptor agonists,stimulants,3.1072845006477748e-06,dd,0.9100988912196584,0.09005094396164219,0.04550494456098292,8.761004032172939e-05
2847,chemical reagent,plant,3.098475756492856e-06,dd,0.9098741384477075,0.09035061432424334,0.04549370692238538,0.000430416068866571
1949,ergot,moiety,3.098475756492856e-06,dd,0.9098741384477075,0.09035061432424334,0.04549370692238538,0.001446480231436837
1595,alcohol,mushrooms,3.0535703107465824e-06,dd,0.9096493856757567,0.0905004495055439,0.04548246928378784,0.000325679856700863
932,genitourinary,esp,3.051402571541263e-06,ss,0.9094995504944561,0.09065028468684447,0.04547497752472281,0.00028487022578603077
1374,antipsychotic,antibiotic/antifungal,3.027246428757388e-06,dd,0.9092747977225052,0.09094995504944561,0.045463739886125266,0.0011494252873563218
1388,acetaminophen-containing,antibiotic/antifungal,3.027246428757388e-06,dd,0.9092747977225052,0.09094995504944561,0.045463739886125266,0.0003089852923000865
3880,endogenous chemical,cannabinoid receptor agonists,3.0248486098039167e-06,dd,0.9090500449505544,0.09109979023074619,0.045452502247527726,0.00014190875430211884
4471,functional class,acetaminophen-containing,3.0207362213837162e-06,dd,0.9089002097692538,0.09124962541204674,0.045445010488462695,0.00012706278489858802
2730,acetaminophen-containing,maoi,3.020736221383716e-06,dd,0.908675456997303,0.09154929577464789,0.045433772849865155,0.0003083208078005164
2735,vasoactive,maoi,3.020736221383716e-06,dd,0.908675456997303,0.09154929577464789,0.045433772849865155,0.0013654207202594298
1909,functional class,stimulants,2.970014904233616e-06,dd,0.9084507042253521,0.09169913095594846,0.04542253521126761,0.00012492926798797737
1031,genitourinary,behavior,2.9383025598952816e-06,ss,0.9083008690440515,0.09184896613724902,0.04541504345220258,0.0002743115318416524
2905,sedative,chemotherapeutic,2.926338214465475e-06,dd,0.9080761162721007,0.09214863649985017,0.04540380581360504,0.00038759689922480614
2894,antihyperglycemic,chemotherapeutic,2.926338214465475e-06,dd,0.9080761162721007,0.09214863649985017,0.04540380581360504,0.08333333333333333
8802,functional class,integumentary,2.9061565716070926e-06,sd,0.9078513635001498,0.09229847168115074,0.04539256817500749,0.00012224316202312432
3574,cannabinoid receptor agonists,psychedelic,2.902908765190331e-06,dd,0.9077015283188493,0.0924483068624513,0.04538507641594247,8.184765634289609e-05
1419,anticholinergic medicine,ssri,2.8961697792648e-06,dd,0.9075516931375487,0.09259814204375187,0.04537758465687744,0.00022595678576472247
989,integumentary,infectious,2.893276667973999e-06,ss,0.9074018579562482,0.09274797722505244,0.04537009289781241,0.0005215879455230367
3779,ergot,metabolite,2.8862513896097836e-06,dd,0.9072520227749475,0.09289781240635302,0.04536260113874738,0.001347406242982259
1484,chemotherapeutic,ergot,2.8783654568512866e-06,dd,0.9069523524123464,0.09334731795025472,0.04534761762061733,0.0034153005464480873
1482,functional class,ergot,2.8783654568512866e-06,dd,0.9069523524123464,0.09334731795025472,0.04534761762061733,0.00012107417003656438
1458,cardioactive,ergot,2.8783654568512866e-06,dd,0.9069523524123464,0.09334731795025472,0.04534761762061733,0.0007384433613941809
1297,anticholinergic medicine,cardioactive,2.8472479924528946e-06,dd,0.906577764459095,0.09364698831285585,0.04532888822295476,0.00022213994816734541
1317,cannabinoid receptor agonists,cardioactive,2.8472479924528946e-06,dd,0.906577764459095,0.09364698831285585,0.04532888822295476,8.027829810008028e-05
3474,ergot,inhalant,2.809284685886856e-06,dd,0.906053341324543,0.0943961642193587,0.045302667066227154,0.0013114754098360654
3482,moiety,inhalant,2.809284685886856e-06,dd,0.906053341324543,0.0943961642193587,0.045302667066227154,0.000784313725490196
3515,sedative,inhalant,2.809284685886856e-06,dd,0.906053341324543,0.0943961642193587,0.045302667066227154,0.00037209302325581393
3523,acetaminophen-containing,inhalant,2.809284685886856e-06,dd,0.906053341324543,0.0943961642193587,0.045302667066227154,0.0002867383512544803
3516,antidepressant,inhalant,2.809284685886856e-06,dd,0.906053341324543,0.0943961642193587,0.045302667066227154,0.002758620689655172
4793,metabolite,vasoactive,2.7869887756814048e-06,dd,0.9053041654180402,0.09514534012586155,0.04526520827090201,0.0010871928680147858
4767,alcohol,vasoactive,2.7869887756814048e-06,dd,0.9053041654180402,0.09514534012586155,0.04526520827090201,0.00029724748825872425
4752,cardioactive,vasoactive,2.7869887756814048e-06,dd,0.9053041654180402,0.09514534012586155,0.04526520827090201,0.000715000715000715
4778,chemotherapeutic,vasoactive,2.7869887756814048e-06,dd,0.9053041654180402,0.09514534012586155,0.04526520827090201,0.0033068783068783067
4804,acetaminophen-containing,vasoactive,2.7869887756814048e-06,dd,0.9053041654180402,0.09514534012586155,0.04526520827090201,0.0002844626500540479
4489,cannabinoid receptor agonists,acetaminophen-containing,2.769008202935073e-06,dd,0.9048546598741385,0.09529517530716212,0.04524273299370692,7.80723233613684e-05
1991,antidepressant,moiety,2.754200672438094e-06,dd,0.9047048246928379,0.0954450104884627,0.0452352412346419,0.002704530087897228
3942,sedative,endogenous chemical,2.719035836834478e-06,dd,0.9045549895115373,0.09559484566976326,0.04522774947557687,0.0003601394582583043
1451,tricyclic antidepressants,ssri,2.7151591680607504e-06,dd,0.9044051543302367,0.09574468085106383,0.045220257716511836,0.004832474226804125
1562,endogenous chemical,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.00012672665061462423
1574,antithyroid,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.03846153846153846
1522,ergot,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.0012610340479192936
1533,salicylate,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.07692307692307691
1541,anticholinergic medicine,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.00021074815595363536
1545,chemotherapeutic,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.0032051282051282046
1519,cardioactive,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.0006930006930006929
1561,cannabinoid receptor agonists,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,7.616146230007616e-05
1563,sedative,anti-inflammatory,2.7012352748912073e-06,dd,0.9036559784237339,0.09709319748276896,0.0451827989211867,0.0003577817531305903
2664,chemical reagent,anticholinergic medicine,2.6938346303024644e-06,dd,0.9029068025172311,0.09724303266406953,0.045145340125861556,0.00037420648179084526
3920,anticholinergic medicine,endogenous chemical,2.6611840105188503e-06,dd,0.9026820497452802,0.09754270302667066,0.045134102487264016,0.00020762338922615149
3909,moiety,endogenous chemical,2.6611840105188503e-06,dd,0.9026820497452802,0.09754270302667066,0.045134102487264016,0.0007429660496818167
2716,antipsychotic,maoi,2.6431441937107515e-06,dd,0.9024572969733293,0.09769253820797123,0.04512286484866647,0.001003584229390681
1079,sexual activity,integumentary,2.638313589953302e-06,ss,0.9023074617920288,0.0978423733892718,0.045115373089601445,0.0002803476310625175
4012,element,sedative,2.61328807989475e-06,dd,0.9021576266107282,0.09799220857057236,0.04510788133053641,0.0002188782489740082
1030,cardiovascular,behavior,2.5638130179478434e-06,ss,0.9020077914294277,0.09814204375187294,0.04510038957147138,0.00017052944602838837
8760,endogenous chemical,behavior,2.5385102583314966e-06,sd,0.901857956248127,0.09829187893317351,0.04509289781240635,0.00011909251503543004
1454,vasoactive,ssri,2.5341485568567e-06,dd,0.9017081210668265,0.09844171411447408,0.04508540605334133,0.001145475372279496
931,cardiovascular,esp,2.4863280212558443e-06,ss,0.9015582858855259,0.09859154929577464,0.0450779142942763,0.0001653756093527424
4035,alcohol,antidepressant,2.4217971430059103e-06,dd,0.9011836979322745,0.09919089002097693,0.04505918489661373,0.0002582978173834431
4056,inhalant,antidepressant,2.4217971430059103e-06,dd,0.9011836979322745,0.09919089002097693,0.04505918489661373,0.002758620689655172
1361,plant,antibiotic/antifungal,2.4217971430059103e-06,dd,0.9011836979322745,0.09919089002097693,0.04505918489661373,0.000676132521974307
1389,element,antibiotic/antifungal,2.4217971430059103e-06,dd,0.9011836979322745,0.09919089002097693,0.04505918489661373,0.00020283975659229209
2853,element,plant,2.4099255883833325e-06,dd,0.9007341923883728,0.09949056038357806,0.045036709619418636,0.00020184544405997694
2003,vasoactive,moiety,2.4099255883833325e-06,dd,0.9007341923883728,0.09949056038357806,0.045036709619418636,0.0010893246187363835
3833,vasoactive,metabolite,2.405209491341486e-06,dd,0.9004345220257717,0.09979023074617921,0.04502172610128859,0.0010871928680147858
3776,cardioactive,metabolite,2.405209491341486e-06,dd,0.9004345220257717,0.09979023074617921,0.04502172610128859,0.0006170554115759594
997,cardiovascular,cognitive ability,2.4029866240152558e-06,ss,0.9002097692538208,0.09994006592747977,0.045010488462691046,0.00015983224008081116
