,name,conditional_probability,percentile,p_value
96,mescaline|phaeacantha,0.5,0.9987181015979013,0.0026234199856904365
35735,dextromethorphan|cannabimimetic,0.0425531914893617,0.8273014548056284,0.17302647269258287
35742,nicotine|cannabimimetic,0.0425531914893617,0.8273014548056284,0.17302647269258287
35781,propranolol|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35790,fenfluramine|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35801,serotonin|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35817,marijuana|cannabimimetic,0.06382978723404255,0.88415215835917,0.11596708800381589
35826,mephedrone|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35829,k2|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35846,xanthoparmelia|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35873,MDMA|cannabimimetic,0.0425531914893617,0.8273014548056284,0.17302647269258287
35891,phenylpropanolamine|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35892,THC|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35894,dpt|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35950,cathinone|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35985,hydrocodone|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
35986,xylazine|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36029,fentanyl|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36073,benzodiazepine|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36082,methamphetamine|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36107,phenylacetyl|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36164,other|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36167,acetaminophen|cannabimimetic,0.02127659574468085,0.6733842117815406,0.32762938230383976
36291,mescaline|trichlorethylene,0.25,0.9902217982351539,0.013415215835917005
36633,tryptamine|trichlorethylene,0.25,0.9902217982351539,0.013415215835917005
36668,phenethylamine|trichlorethylene,0.25,0.9902217982351539,0.013415215835917005
36835,oxycodone|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
36876,triterpene|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
36878,LSD|iprocin,0.1050228310502283,0.9438945862151205,0.056165036966372525
36902,meperidine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
36909,cocaine|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
36926,mescaline|iprocin,0.05479452054794521,0.8658180300500835,0.13427140472215598
36928,psilocybin|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
36931,myristicine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
36933,opioids|iprocin,0.0228310502283105,0.6850405437634152,0.3151085141903172
36935,fluoroamphetamine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
36951,salvia|iprocin,0.0365296803652968,0.781093489148581,0.21899594562365848
37012,nicotine|iprocin,0.0228310502283105,0.6850405437634152,0.3151085141903172
37042,bupropion|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37071,serotonin|iprocin,0.0182648401826484,0.6541557357500596,0.3459336990221798
37078,scopalamine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37087,marijuana|iprocin,0.027397260273972605,0.7319639875983782,0.26836393989983304
37108,methylphenidate|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37122,antidepressant|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
37142,chamomile|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37143,MDMA|iprocin,0.0730593607305936,0.8937514905795373,0.10630813260195564
37145,bufotenin|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37154,epinephrine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37164,dpt|iprocin,0.0639269406392694,0.8843310279036489,0.11572859527784403
37202,empathogen|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37206,venlafaxine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37243,hydroxyindole|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37255,hydrocodone|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37261,entheobotanical|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37268,tryptamine|iprocin,0.0867579908675799,0.9083591700453136,0.09170045313617935
37303,phenethylamine|iprocin,0.0410958904109589,0.812008108752683,0.18805151442880993
37332,benzene|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37334,phenylalanine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37336,dimethoxyallylbenzene|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37341,butylene|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37343,benzodiazepine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37352,methamphetamine|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
37361,phenylpropanoids|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37367,psychonaut|iprocin,0.0091324200913242,0.459694729310756,0.5407822561411877
37401,propylene|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37424,wormwood|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37437,acetaminophen|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37449,ibogaine|iprocin,0.0045662100456621,0.3448902933460529,0.6570474600524684
37452,amphetamine|iprocin,0.027397260273972605,0.7319639875983782,0.26836393989983304
37470,oxycodone|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
37483,hormone|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
37518,caffeine|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
37778,MDMA|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
37926,ubiquinone|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
37987,methamphetamine|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
38004,bronchodilator|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
38087,amphetamine|dinitrophenol,0.1111111111111111,0.9498270927736704,0.0550321965180062
38105,oxycodone|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38148,LSD|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38179,cocaine|sevoflorane,0.09523809523809523,0.9298831385642737,0.07041497734319103
38196,mescaline|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38203,opioids|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38216,quetiapine|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38221,salvia|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38229,succinylcholine|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38251,sodium|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38357,marijuana|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38365,cyclizine|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38413,MDMA|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38471,anticholinergic|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38479,hyoscyamine|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38632,z-drug|sevoflorane,0.09523809523809523,0.9298831385642737,0.07041497734319103
38722,amphetamine|sevoflorane,0.047619047619047616,0.8492427855950394,0.15323157643691868
38856,salvia|tanshinones,0.16666666666666666,0.9763594085380396,0.02760553303124255
38870,morphine|tanshinones,0.16666666666666666,0.9763594085380396,0.02760553303124255
38880,anxiolytic|tanshinones,0.16666666666666666,0.9763594085380396,0.02760553303124255
38938,atropatana|tanshinones,0.16666666666666666,0.9763594085380396,0.02760553303124255
38992,marijuana|tanshinones,0.16666666666666666,0.9763594085380396,0.02760553303124255
39391,pseudoephedrine|neocitron,0.25,0.9902217982351539,0.013415215835917005
39418,LSD|neocitron,0.25,0.9902217982351539,0.013415215835917005
39978,doxylamine|neocitron,0.25,0.9902217982351539,0.013415215835917005
40023,hormone|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40053,LSD|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40136,pyridine|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40140,morphine|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40187,nicotine|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40234,bromide|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40246,serotonin|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40262,marijuana|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40318,MDMA|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40341,putricine|boron,0.08333333333333333,0.9054376341521584,0.09730503219651801
40761,salvia|isothujone,0.25,0.9902217982351539,0.013415215835917005
40897,marijuana|isothujone,0.25,0.9902217982351539,0.013415215835917005
41234,wormwood|isothujone,0.25,0.9902217982351539,0.013415215835917005
41280,oxycodone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41284,tranylcypromine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41307,phenoperidine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41323,LSD|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41328,caffeine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41341,phenelzine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41347,meperidine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41354,cocaine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41360,piperidino|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41371,mescaline|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41378,opioids|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41385,propoxyphene|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41388,ketobemidone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41395,isomorphinans|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41396,salvia|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41410,morphine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41415,methadone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41440,N-Ethyl-3-piperidyl benzilate|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41458,naloxone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41466,benzphetamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41467,phenylalkylamines|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41487,bupropion|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41488,clortermine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41507,ergometrine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41510,aminorex|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41516,serotonin|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41517,pipradrol|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41531,vinblastine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41532,marijuana|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41543,pyrovalerone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41553,methylphenidate|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41557,norepinephrine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41558,hydroxyl|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41584,thebaine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41588,MDMA|diethylpropion,0.03225806451612903,0.7645182446935368,0.23610779871213927
41590,bufotenin|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41599,epinephrine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41606,phenylpropanolamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41636,levophacetoperane|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41669,desmethylprodine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41670,thymiquinone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41675,chlorphentermine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41700,hydrocodone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41702,hydromorphone|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41713,tryptamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41737,loperamide|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41744,fentanyl|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41748,phenethylamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41759,psychotogen|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41771,phenylethylhydrazine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41773,morphinans|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41778,mephentermine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41788,benzodiazepine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41795,piperidyl|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41797,methamphetamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41862,benzomorphans|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41879,other|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41894,ibogaine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41897,amphetamine|diethylpropion,0.016129032258064516,0.5813856427378965,0.4225494872406392
41937,elymoclavine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
41958,LSD|dihydroergotamine,0.11764705882352941,0.9554018602432626,0.044777009301216315
41981,methylergonovine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
41989,cocaine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42003,chlorpromazine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42091,methysergide|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42142,ergometrine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42182,bromocriptine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42184,proline|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42192,norepinephrine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42424,hydroxymethyl|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42508,ergopeptine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42520,metergoline|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42532,amphetamine|dihydroergotamine,0.058823529411764705,0.8742845218220844,0.1288456952062962
42550,oxycodone|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42554,tranylcypromine|phenelzine,0.037914691943127965,0.7936441688528499,0.20641545432864297
42556,hypericum|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42563,hormone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42565,fluoxetine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42566,pseudoephedrine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42574,dalcipran|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42577,phenoperidine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42593,LSD|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42598,caffeine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42610,diethylpropion|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42617,meperidine|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42624,cocaine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42625,inositol|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42629,selegiline|phenelzine,0.023696682464454975,0.6945802528022895,0.30556880515144286
42630,piperidino|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42638,chlorpromazine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42641,mescaline|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42648,opioids|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42655,propoxyphene|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42656,mirtazapine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42658,ketobemidone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42665,isomorphinans|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42666,salvia|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42680,morphine|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42683,minaprine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42685,methadone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42687,sertraline|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
42690,anxiolytic|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42696,sodium|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42710,N-Ethyl-3-piperidyl benzilate|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42720,dextromethorphan|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
42727,nicotine|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42728,naloxone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42736,benzphetamine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42737,phenylalkylamines|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42755,valproic acid|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42757,bupropion|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42758,clortermine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42768,ciprofloxacin|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42771,fluvoxamine|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
42775,fenfluramine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42777,ergometrine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42779,glucose|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42780,aminorex|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42781,meclizine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42783,pramipexole|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42784,risperidone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42786,serotonin|phenelzine,0.04265402843601896,0.8278380634390651,0.17225137133317434
42787,pipradrol|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42801,vinblastine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42802,marijuana|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42813,pyrovalerone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42821,ritonavir|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42823,methylphenidate|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
42827,norepinephrine|phenelzine,0.028436018957345974,0.7384629143811113,0.26168614357262104
42828,hydroxyl|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42837,antidepressant|phenelzine,0.03317535545023697,0.7678571428571429,0.23229191509658956
42854,thebaine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42858,MDMA|phenelzine,0.028436018957345974,0.7384629143811113,0.26168614357262104
42860,bufotenin|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42861,vardenafil|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42869,epinephrine|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42876,phenylpropanolamine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42887,furoxone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42896,benzonatate|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42906,levophacetoperane|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42909,doxepin|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42921,venlafaxine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42923,phentolamine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42937,dimethyltryptamine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42939,desmethylprodine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42940,thymiquinone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42945,chlorphentermine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42946,furazolidone|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
42954,buprenorphine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42961,imipramine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42970,hydrocodone|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
42972,hydromorphone|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42983,tryptamine|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
42986,isoniazid|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
42994,cipramil|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43007,loperamide|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43012,drambuie|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43014,fentanyl|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43015,chartreuse|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43018,phenethylamine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
43025,adrafinil|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43029,psychotogen|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43041,phenylethylhydrazine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43043,morphinans|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43048,mephentermine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43054,thioridazine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43058,benzodiazepine|phenelzine,0.014218009478672987,0.5451347483901741,0.45534223706176963
43064,isocarboxazid|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
43065,piperidyl|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43067,methamphetamine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43093,titanium|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43110,rolipram|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43114,thymoanaesthetiser|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43126,percocet|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43132,benzomorphans|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43137,paroxetine|phenelzine,0.018957345971563982,0.66110183639399,0.33919627951347486
43149,other|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43152,acetaminophen|phenelzine,0.009478672985781991,0.468101597901264,0.5327331266396375
43164,ibogaine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43165,dihydrocodeine|phenelzine,0.004739336492890996,0.35496661101836396,0.6488790841879323
43167,amphetamine|phenelzine,0.023696682464454975,0.6945802528022895,0.30556880515144286
43198,hormone|thienodiazepine,0.16666666666666666,0.9763594085380396,0.02760553303124255
43283,opioids|thienodiazepine,0.16666666666666666,0.9763594085380396,0.02760553303124255
43301,salvia|thienodiazepine,0.16666666666666666,0.9763594085380396,0.02760553303124255
43492,chamomile|thienodiazepine,0.16666666666666666,0.9763594085380396,0.02760553303124255
43693,benzodiazepine|thienodiazepine,0.16666666666666666,0.9763594085380396,0.02760553303124255
43833,hormone|coriamyrtine,0.014705882352941176,0.5539291676603864,0.4468161221082757
43863,LSD|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43868,caffeine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43890,pseudotutine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43894,cocaine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43911,mescaline|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43918,opioids|coriamyrtine,0.014705882352941176,0.5539291676603864,0.4468161221082757
43936,salvia|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43946,pyridine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
43960,anxiolytic|coriamyrtine,0.014705882352941176,0.5539291676603864,0.4468161221082757
43997,nicotine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44029,zygophyllaceae|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44047,ergometrine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44049,glucose|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44056,serotonin|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44063,scopalamine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44071,vinblastine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44072,marijuana|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44085,reserpate|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44097,norepinephrine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44114,lasiantha|coriamyrtine,0.014705882352941176,0.5539291676603864,0.4468161221082757
44128,MDMA|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44130,bufotenin|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44139,epinephrine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44156,myristicin|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44207,dimethyltryptamine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44211,methoxyamphetamine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44249,pernod|coriamyrtine,0.014705882352941176,0.5539291676603864,0.4468161221082757
44253,tryptamine|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
44287,periwinkle|coriamyrtine,0.029411764705882353,0.7466312902456476,0.25697591223467686
