,prior,conditional,conditional_probability
105723,N-Ethyl-3-piperidyl benzilate,MDMA,0.0002181976871045167
105725,N-Ethyl-3-piperidyl benzilate,bufotenin,0.0021321961620469087
105734,N-Ethyl-3-piperidyl benzilate,epinephrine,0.0020202020202020198
105741,N-Ethyl-3-piperidyl benzilate,phenylpropanolamine,0.007299270072992701
105771,N-Ethyl-3-piperidyl benzilate,levophacetoperane,0.01694915254237288
105804,N-Ethyl-3-piperidyl benzilate,desmethylprodine,0.014492753623188406
105805,N-Ethyl-3-piperidyl benzilate,thymiquinone,0.01694915254237288
105810,N-Ethyl-3-piperidyl benzilate,chlorphentermine,0.01694915254237288
105835,N-Ethyl-3-piperidyl benzilate,hydrocodone,0.0008389261744966444
105837,N-Ethyl-3-piperidyl benzilate,hydromorphone,0.002444987775061125
105848,N-Ethyl-3-piperidyl benzilate,tryptamine,0.0005931198102016608
105872,N-Ethyl-3-piperidyl benzilate,loperamide,0.008547008547008548
105879,N-Ethyl-3-piperidyl benzilate,fentanyl,0.0017152658662092624
105883,N-Ethyl-3-piperidyl benzilate,phenethylamine,0.0007412898443291327
105894,N-Ethyl-3-piperidyl benzilate,psychotogen,0.010752688172043013
105906,N-Ethyl-3-piperidyl benzilate,phenylethylhydrazine,0.01694915254237288
105908,N-Ethyl-3-piperidyl benzilate,morphinans,0.012987012987012986
105913,N-Ethyl-3-piperidyl benzilate,mephentermine,0.01694915254237288
105923,N-Ethyl-3-piperidyl benzilate,benzodiazepine,0.0010515247108307043
105930,N-Ethyl-3-piperidyl benzilate,piperidyl,0.012820512820512822
105932,N-Ethyl-3-piperidyl benzilate,methamphetamine,0.0006798096532970769
105997,N-Ethyl-3-piperidyl benzilate,benzomorphans,0.01694915254237288
106014,N-Ethyl-3-piperidyl benzilate,other,0.0014727540500736375
106029,N-Ethyl-3-piperidyl benzilate,ibogaine,0.0019960079840319364
106032,N-Ethyl-3-piperidyl benzilate,amphetamine,0.0003489183531053734
107363,sulbutiamine,LSD,0.00017593244194229416
107368,sulbutiamine,caffeine,0.0006020469596628537
107597,sulbutiamine,norepinephrine,0.0017182130584192444
107788,sulbutiamine,phenethylamine,0.0007412898443291327
107837,sulbutiamine,methamphetamine,0.0013596193065941538
107937,sulbutiamine,amphetamine,0.0006978367062107467
107998,resperine,LSD,0.00017593244194229416
108047,resperine,mescaline,0.0004145936981757877
108132,resperine,nicotine,0.0005096839959225281
108198,resperine,scopalamine,0.002583979328165375
108419,resperine,fentanyl,0.0017152658662092624
108596,ayahuasca,hypericum,0.012820512820512822
108633,ayahuasca,LSD,0.0007037297677691766
108638,ayahuasca,caffeine,0.0018061408789885613
108679,ayahuasca,chlorpromazine,0.005025125628140704
108682,ayahuasca,mescaline,0.0008291873963515755
108684,ayahuasca,psilocybin,0.010638297872340424
108707,ayahuasca,salvia,0.0013426423200859293
108728,ayahuasca,sertraline,0.005847953216374269
108760,ayahuasca,dextromethorphan,0.0017035775127768314
108767,ayahuasca,nicotine,0.001529051987767584
108826,ayahuasca,serotonin,0.0005022601707684581
108842,ayahuasca,marijuana,0.000643707756678468
108877,ayahuasca,antidepressant,0.000945179584120983
108898,ayahuasca,MDMA,0.0002181976871045167
108900,ayahuasca,bufotenin,0.006396588486140726
108963,ayahuasca,phentolamine,0.018181818181818184
108964,ayahuasca,hyoscyamine,0.003355704697986577
109023,ayahuasca,tryptamine,0.0005931198102016608
109055,ayahuasca,chartreuse,0.025641025641025644
109207,ayahuasca,amphetamine,0.0010467550593161198
109477,pulgerone,marijuana,0.000321853878339234
109524,pulgerone,cannabinoid,0.018518518518518517
110538,delusiongen,LSD,0.0003518648838845883
110543,delusiongen,caffeine,0.0006020469596628537
110587,delusiongen,mescaline,0.0008291873963515755
110665,delusiongen,dextromethorphan,0.0017035775127768314
110672,delusiongen,nicotine,0.0005096839959225281
110785,delusiongen,cannabidiol,0.038461538461538464
110803,delusiongen,MDMA,0.0002181976871045167
110814,delusiongen,epinephrine,0.0020202020202020198
110861,delusiongen,anticholinergic,0.020408163265306124
110928,delusiongen,tryptamine,0.0005931198102016608
110963,delusiongen,phenethylamine,0.0007412898443291327
110968,delusiongen,diphenhydramine,0.015151515151515154
111012,delusiongen,methamphetamine,0.0006798096532970769
111112,delusiongen,amphetamine,0.0003489183531053734
111152,convolamine,elymoclavine,0.023255813953488372
111205,convolamine,cocaine,0.0003965107057890563
111222,convolamine,mescaline,0.0004145936981757877
111257,convolamine,pyridine,0.0075187969924812035
111261,convolamine,morphine,0.0005753739930955121
111307,convolamine,nicotine,0.0005096839959225281
111365,convolamine,solanum,0.01666666666666667
111373,convolamine,scopalamine,0.002583979328165375
111504,convolamine,hyoscyamine,0.003355704697986577
111563,convolamine,tryptamine,0.0005931198102016608
111598,convolamine,phenethylamine,0.0007412898443291327
111647,convolamine,methamphetamine,0.0006798096532970769
111660,convolamine,ecgonine,0.01785714285714286
111668,convolamine,norhyoscyamine,0.010989010989010988
111747,convolamine,amphetamine,0.0003489183531053734
111749,convolamine,adaptogen,0.006756756756756756
111763,dextromethorphan,cobalt,0.02531645569620253
111765,dextromethorphan,oxycodone,0.007119741100323623
111769,dextromethorphan,tranylcypromine,0.016393442622950817
111778,dextromethorphan,hormone,0.0017889087656529515
111780,dextromethorphan,fluoxetine,0.015706806282722512
111781,dextromethorphan,pseudoephedrine,0.022012578616352203
111786,dextromethorphan,benzoylecgonine,0.016393442622950817
111796,dextromethorphan,methane,0.02
111808,dextromethorphan,LSD,0.005805770584095707
111813,dextromethorphan,caffeine,0.0036122817579771226
111827,dextromethorphan,phenelzine,0.018957345971563986
111830,dextromethorphan,insulin,0.006289308176100629
111833,dextromethorphan,meperidine,0.0047393364928909965
111840,dextromethorphan,cocaine,0.004758128469468676
111845,dextromethorphan,selegiline,0.01680672268907563
111854,dextromethorphan,chlorpromazine,0.005025125628140704
111857,dextromethorphan,mescaline,0.007877280265339966
111864,dextromethorphan,opioids,0.00801496126102057
111882,dextromethorphan,salvia,0.005102040816326529
111895,dextromethorphan,laudanum,0.009433962264150943
111896,dextromethorphan,morphine,0.006329113924050633
111901,dextromethorphan,methadone,0.00546448087431694
111903,dextromethorphan,sertraline,0.011695906432748536
111912,dextromethorphan,sodium,0.008264462809917356
111931,dextromethorphan,ayahuasca,0.018518518518518517
111938,dextromethorphan,dimenhydrinate,0.02654867256637168
111942,dextromethorphan,nicotine,0.0025484199796126407
111943,dextromethorphan,naloxone,0.004694835680751174
111960,dextromethorphan,dimethcathinone,0.038461538461538464
111962,dextromethorphan,heroin,0.006535947712418301
111966,dextromethorphan,chlorine,0.0045662100456621
111972,dextromethorphan,bupropion,0.004166666666666668
111986,dextromethorphan,fluvoxamine,0.018867924528301886
111989,dextromethorphan,bromide,0.030303030303030307
111990,dextromethorphan,fenfluramine,0.015625
111991,dextromethorphan,glucocorticoid,0.028571428571428567
111996,dextromethorphan,meclizine,0.015625
111999,dextromethorphan,risperidone,0.017241379310344827
112001,dextromethorphan,serotonin,0.004018081366147665
112008,dextromethorphan,scopalamine,0.00516795865633075
112017,dextromethorphan,marijuana,0.005149662053427744
112026,dextromethorphan,mephedrone,0.00398406374501992
112038,dextromethorphan,methylphenidate,0.003076923076923077
112042,dextromethorphan,norepinephrine,0.0068728522336769775
112052,dextromethorphan,antidepressant,0.006616257088846882
112055,dextromethorphan,cannabidiol,0.038461538461538464
112062,dextromethorphan,tequila,0.02479338842975207
112067,dextromethorphan,benzylethylamine,0.038461538461538464
112069,dextromethorphan,thebaine,0.0033444816053511705
112073,dextromethorphan,MDMA,0.005891337551821951
112075,dextromethorphan,bufotenin,0.004264392324093817
112078,dextromethorphan,entheogen,0.023809523809523808
112091,dextromethorphan,phenylpropanolamine,0.014598540145985403
112094,dextromethorphan,dpt,0.005873715124816447
112103,dextromethorphan,benzylpiperazine,0.018018018018018014
112109,dextromethorphan,entactogen,0.018518518518518517
112115,dextromethorphan,dimethylglyoxime,0.038461538461538464
112122,dextromethorphan,nitropropene,0.03333333333333334
112132,dextromethorphan,empathogen,0.007575757575757577
112135,dextromethorphan,deliriant,0.010638297872340424
112149,dextromethorphan,quinine,0.01492537313432836
112150,dextromethorphan,cathinone,0.005128205128205128
112152,dextromethorphan,dimethyltryptamine,0.011857707509881424
112169,dextromethorphan,buprenorphine,0.0038022813688212928
112185,dextromethorphan,hydrocodone,0.0075503355704698
112187,dextromethorphan,hydromorphone,0.002444987775061125
112197,dextromethorphan,dehydroepiandrosterone,0.037037037037037035
112198,dextromethorphan,tryptamine,0.0035587188612099647
112199,dextromethorphan,hydroxyzine,0.0125
112222,dextromethorphan,loperamide,0.008547008547008548
112229,dextromethorphan,fentanyl,0.0051457975986277885
112233,dextromethorphan,phenethylamine,0.003706449221645664
112238,dextromethorphan,diphenhydramine,0.030303030303030307
112244,dextromethorphan,psychotogen,0.010752688172043013
112258,dextromethorphan,morphinans,0.012987012987012986
112262,dextromethorphan,benzene,0.0067340067340067354
112273,dextromethorphan,benzodiazepine,0.005257623554153523
112279,dextromethorphan,isocarboxazid,0.023529411764705882
112282,dextromethorphan,methamphetamine,0.012236573759347384
112289,dextromethorphan,glycerol,0.028571428571428567
112297,dextromethorphan,psychonaut,0.006493506493506493
112308,dextromethorphan,titanium,0.025641025641025644
112311,dextromethorphan,phenacetin,0.03333333333333334
112332,dextromethorphan,ephedrine,0.030303030303030307
112341,dextromethorphan,percocet,0.0032786885245901644
112352,dextromethorphan,paroxetine,0.011049723756906077
112354,dextromethorphan,wormwood,0.001988071570576541
112362,dextromethorphan,igg,0.038461538461538464
112364,dextromethorphan,other,0.0029455081001472753
112367,dextromethorphan,acetaminophen,0.021235521235521238
112377,dextromethorphan,ammonium,0.01869158878504673
112379,dextromethorphan,ibogaine,0.0019960079840319364
112382,dextromethorphan,amphetamine,0.005931612002791347
112443,cointreau,LSD,0.00017593244194229416
112475,cointreau,cocaine,0.0003965107057890563
112492,cointreau,mescaline,0.0004145936981757877
112517,cointreau,salvia,0.0002685284640171858
112547,cointreau,sodium,0.0013774104683195593
112571,cointreau,dextromethorphan,0.0017035775127768314
113166,dihydromorphine,morphine,0.0005753739930955121
113650,dihydromorphine,dihydrocodeine,0.006711409395973155
113670,dimenhydrinate,oxycodone,0.0006472491909385112
113685,dimenhydrinate,fluoxetine,0.005235602094240838
113686,dimenhydrinate,pseudoephedrine,0.006289308176100629
113713,dimenhydrinate,LSD,0.0005277973258268825
113718,dimenhydrinate,caffeine,0.0030102347983142685
113735,dimenhydrinate,insulin,0.006289308176100629
113745,dimenhydrinate,cocaine,0.0019825535289452814
113762,dimenhydrinate,mescaline,0.0008291873963515755
113769,dimenhydrinate,opioids,0.0005343307507347048
113787,dimenhydrinate,salvia,0.0008055853920515575
113789,dimenhydrinate,choline,0.006896551724137932
113801,dimenhydrinate,morphine,0.0005753739930955121
113841,dimenhydrinate,dextromethorphan,0.005110732538330495
113847,dimenhydrinate,nicotine,0.0010193679918450561
113877,dimenhydrinate,bupropion,0.004166666666666668
113899,dimenhydrinate,glucose,0.0033333333333333327
113901,dimenhydrinate,meclizine,0.015625
113905,dimenhydrinate,solanum,0.01666666666666667
113906,dimenhydrinate,serotonin,0.0005022601707684581
113913,dimenhydrinate,scopalamine,0.01550387596899225
113922,dimenhydrinate,marijuana,0.000321853878339234
113931,dimenhydrinate,mephedrone,0.00398406374501992
113943,dimenhydrinate,methylphenidate,0.006153846153846155
113978,dimenhydrinate,MDMA,0.0008727907484180668
113999,dimenhydrinate,dpt,0.0014684287812041115
114040,dimenhydrinate,deliriant,0.02127659574468085
114103,dimenhydrinate,tryptamine,0.0005931198102016608
114127,dimenhydrinate,loperamide,0.008547008547008548
114167,dimenhydrinate,benzene,0.0033670033670033677
114187,dimenhydrinate,methamphetamine,0.0006798096532970769
114197,dimenhydrinate,z-drug,0.0051813471502590676
114202,dimenhydrinate,psychonaut,0.0032467532467532465
114259,dimenhydrinate,wormwood,0.001988071570576541
114269,dimenhydrinate,other,0.0014727540500736375
114272,dimenhydrinate,acetaminophen,0.0019305019305019305
114287,dimenhydrinate,amphetamine,0.0013956734124214935
114294,dimenhydrinate,coricidin,0.011152416356877323
114380,aposcopolamine,cocaine,0.0003965107057890563
114397,aposcopolamine,mescaline,0.0004145936981757877
114415,aposcopolamine,polyhydroxynortropane,0.037037037037037035
114432,aposcopolamine,pyridine,0.0075187969924812035
114436,aposcopolamine,morphine,0.0005753739930955121
114475,aposcopolamine,convolamine,0.037037037037037035
114482,aposcopolamine,nicotine,0.0005096839959225281
114540,aposcopolamine,solanum,0.01666666666666667
114548,aposcopolamine,scopalamine,0.002583979328165375
114679,aposcopolamine,hyoscyamine,0.003355704697986577
114738,aposcopolamine,tryptamine,0.0005931198102016608
114773,aposcopolamine,phenethylamine,0.0007412898443291327
114822,aposcopolamine,methamphetamine,0.0006798096532970769
114835,aposcopolamine,ecgonine,0.01785714285714286
114843,aposcopolamine,norhyoscyamine,0.010989010989010988
114922,aposcopolamine,amphetamine,0.0003489183531053734
114924,aposcopolamine,adaptogen,0.006756756756756756
114953,atomoxetine,hormone,0.0017889087656529515
114988,atomoxetine,caffeine,0.0006020469596628537
115117,atomoxetine,nicotine,0.0005096839959225281
115213,atomoxetine,methylphenidate,0.003076923076923077
115557,atomoxetine,amphetamine,0.0003489183531053734
115597,methysergide,elymoclavine,0.023255813953488372
115618,methysergide,LSD,0.0003518648838845883
115802,methysergide,ergometrine,0.005154639175257732
115811,methysergide,serotonin,0.0005022601707684581
115827,methysergide,marijuana,0.000321853878339234
115833,methysergide,sumatriptan,0.026315789473684213
115842,methysergide,bromocriptine,0.027027027027027025
115883,methysergide,MDMA,0.0002181976871045167
116008,methysergide,tryptamine,0.0005931198102016608
116189,methysergide,ibogaine,0.0019960079840319364
116208,nicotine,cobalt,0.02531645569620253
116210,nicotine,oxycodone,0.011650485436893206
116214,nicotine,tranylcypromine,0.01092896174863388
116216,nicotine,hypericum,0.025641025641025644
116223,nicotine,hormone,0.01610017889087657
116225,nicotine,fluoxetine,0.005235602094240838
116226,nicotine,pseudoephedrine,0.034591194968553465
116228,nicotine,tizanidine,0.027027027027027025
116231,nicotine,benzoylecgonine,0.032786885245901634
116232,nicotine,elymoclavine,0.023255813953488372
116234,nicotine,dalcipran,0.024390243902439025
116253,nicotine,LSD,0.01776917663617171
116258,nicotine,caffeine,0.03552077062010837
116263,nicotine,iprocin,0.0228310502283105
116272,nicotine,phenelzine,0.009478672985781993
116274,nicotine,coriamyrtine,0.029411764705882356
116275,nicotine,insulin,0.012578616352201259
116278,nicotine,meperidine,0.009478672985781993
116280,nicotine,vasopressin,0.027027027027027025
116281,nicotine,pseudotutine,0.029411764705882356
116283,nicotine,piper methysticum,0.0404040404040404
116285,nicotine,cocaine,0.026169706582077717
116286,nicotine,inositol,0.021052631578947368
116290,nicotine,selegiline,0.025210084033613446
116299,nicotine,chlorpromazine,0.02010050251256281
116302,nicotine,mescaline,0.018242122719734657
116304,nicotine,psilocybin,0.010638297872340424
116305,nicotine,oxytocin,0.017094017094017096
116309,nicotine,opioids,0.01950307240181672
116316,nicotine,propoxyphene,0.004291845493562232
116317,nicotine,mirtazapine,0.01694915254237288
116320,nicotine,polyhydroxynortropane,0.037037037037037035
116327,nicotine,salvia,0.035982814178302895
116329,nicotine,choline,0.027586206896551727
116337,nicotine,pyridine,0.030075187969924814
116341,nicotine,morphine,0.01611047180667434
116344,nicotine,minaprine,0.024390243902439025
116346,nicotine,methadone,0.008743169398907106
116348,nicotine,sertraline,0.011695906432748536
116351,nicotine,anxiolytic,0.008658008658008658
116357,nicotine,sodium,0.01515151515151515
116359,nicotine,selenium,0.03448275862068965
116380,nicotine,convolamine,0.037037037037037035
116381,nicotine,dextromethorphan,0.008517887563884156
116384,nicotine,dimenhydrinate,0.017699115044247787
116407,nicotine,heroin,0.032679738562091505
116411,nicotine,chlorine,0.027397260273972605
116417,nicotine,bupropion,0.025000000000000005
116419,nicotine,zygophyllaceae,0.03225806451612904
116428,nicotine,ciprofloxacin,0.04
116431,nicotine,fluvoxamine,0.009433962264150943
116435,nicotine,fenfluramine,0.03125
116436,nicotine,glucocorticoid,0.028571428571428567
116437,nicotine,ergometrine,0.015463917525773196
116438,nicotine,methylcarbinolamide,0.037037037037037035
116439,nicotine,glucose,0.013333333333333334
116441,nicotine,meclizine,0.03125
116443,nicotine,pramipexole,0.024390243902439025
116446,nicotine,serotonin,0.016574585635359115
116452,nicotine,methylenedioxyamphetamines,0.038461538461538464
116453,nicotine,scopalamine,0.03875968992248062
116461,nicotine,vinblastine,0.015748031496062992
116462,nicotine,marijuana,0.037978757644029616
116468,nicotine,sumatriptan,0.026315789473684213
116471,nicotine,mephedrone,0.00796812749003984
116475,nicotine,reserpate,0.029411764705882356
116477,nicotine,bromocriptine,0.027027027027027025
116481,nicotine,ritonavir,0.03125
116483,nicotine,methylphenidate,0.018461538461538463
116487,nicotine,norepinephrine,0.0068728522336769775
116488,nicotine,hydroxyl,0.007042253521126761
116497,nicotine,antidepressant,0.011342155009451795
116500,nicotine,cannabidiol,0.038461538461538464
116504,nicotine,lasiantha,0.027777777777777776
116507,nicotine,tequila,0.02479338842975207
116514,nicotine,thebaine,0.010033444816053512
116517,nicotine,chamomile,0.027237354085603117
116518,nicotine,MDMA,0.014619245036002619
116520,nicotine,bufotenin,0.017057569296375266
116521,nicotine,vardenafil,0.023255813953488372
116529,nicotine,epinephrine,0.018181818181818184
116536,nicotine,phenylpropanolamine,0.007299270072992701
116539,nicotine,dpt,0.01908957415565345
116544,nicotine,mdmethcathinone,0.04
116546,nicotine,myristicin,0.014084507042253518
116548,nicotine,benzylpiperazine,0.018018018018018014
116554,nicotine,entactogen,0.018518518518518517
116580,nicotine,deliriant,0.02127659574468085
116581,nicotine,venlafaxine,0.007575757575757577
116583,nicotine,phentolamine,0.018181818181818184
116595,nicotine,cathinone,0.010256410256410256
116597,nicotine,dimethyltryptamine,0.007905138339920948
116601,nicotine,methoxyamphetamine,0.029411764705882356
116606,nicotine,furazolidone,0.013888888888888888
116607,nicotine,dichloromethane,0.02666666666666667
116614,nicotine,buprenorphine,0.015209125475285171
116621,nicotine,imipramine,0.01666666666666667
116630,nicotine,hydrocodone,0.017617449664429533
116632,nicotine,hydromorphone,0.004889975550122249
116639,nicotine,pernod,0.014285714285714284
116642,nicotine,dehydroepiandrosterone,0.037037037037037035
116643,nicotine,tryptamine,0.014827995255041516
116644,nicotine,hydroxyzine,0.0125
116646,nicotine,isoniazid,0.04
116654,nicotine,cipramil,0.015384615384615384
116659,nicotine,olanzapine,0.007692307692307692
116666,nicotine,ubiquinone,0.04
116674,nicotine,fentanyl,0.017152658662092625
116677,nicotine,periwinkle,0.025641025641025644
116678,nicotine,phenethylamine,0.011860637509266123
116683,nicotine,diphenhydramine,0.015151515151515154
116685,nicotine,adrafinil,0.02083333333333333
116689,nicotine,psychotogen,0.010752688172043013
116692,nicotine,antiseptic,0.023809523809523808
116698,nicotine,methylxanthines,0.022222222222222227
116707,nicotine,benzene,0.026936026936026942
116713,nicotine,lysergamides,0.022222222222222227
116714,nicotine,thioridazine,0.03448275862068965
116718,nicotine,benzodiazepine,0.014721345951629862
116724,nicotine,isocarboxazid,0.011764705882352941
116726,nicotine,cordifolia,0.03773584905660377
116727,nicotine,methamphetamine,0.02175390890550646
116737,nicotine,z-drug,0.010362694300518135
116740,nicotine,ecgonine,0.03571428571428572
116742,nicotine,psychonaut,0.016233766233766232
116748,nicotine,norhyoscyamine,0.03296703296703297
116753,nicotine,titanium,0.025641025641025644
116759,nicotine,methylene,0.028985507246376805
116770,nicotine,rolipram,0.024390243902439025
116774,nicotine,thymoanaesthetiser,0.024390243902439025
116776,nicotine,propylene,0.03225806451612903
116777,nicotine,ephedrine,0.030303030303030307
116786,nicotine,percocet,0.0032786885245901644
116788,nicotine,alphamethyltryptamine,0.026315789473684213
116797,nicotine,paroxetine,0.011049723756906077
116809,nicotine,other,0.020618556701030927
116812,nicotine,acetaminophen,0.007722007722007722
116822,nicotine,ammonium,0.028037383177570097
116824,nicotine,ibogaine,0.017964071856287428
116825,nicotine,dihydrocodeine,0.006711409395973155
116827,nicotine,amphetamine,0.0157013258897418
116829,nicotine,adaptogen,0.027027027027027025
116834,nicotine,coricidin,0.01858736059479554
116845,naloxone,oxycodone,0.007766990291262136
116849,naloxone,tranylcypromine,0.00546448087431694
116858,naloxone,hormone,0.0017889087656529515
116872,naloxone,phenoperidine,0.01694915254237288
116888,naloxone,LSD,0.0012315270935960591
116892,naloxone,barbiturate,0.011764705882352941
116893,naloxone,caffeine,0.0018061408789885613
116905,naloxone,diethylpropion,0.016129032258064516
116907,naloxone,phenelzine,0.0047393364928909965
116910,naloxone,insulin,0.012578616352201259
116913,naloxone,meperidine,0.0047393364928909965
116920,naloxone,cocaine,0.002379064234734338
116926,naloxone,piperidino,0.01694915254237288
116937,naloxone,mescaline,0.0008291873963515755
116944,naloxone,opioids,0.005610472882714401
116951,naloxone,propoxyphene,0.004291845493562232
116954,naloxone,ketobemidone,0.01694915254237288
116961,naloxone,isomorphinans,0.01694915254237288
116962,naloxone,salvia,0.0002685284640171858
116975,naloxone,laudanum,0.009433962264150943
116976,naloxone,morphine,0.007479861910241656
116981,naloxone,methadone,0.006557377049180328
116986,naloxone,anxiolytic,0.004329004329004329
117006,naloxone,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
117016,naloxone,dextromethorphan,0.0017035775127768314
117031,naloxone,benzphetamine,0.016129032258064516
117032,naloxone,phenylalkylamines,0.014084507042253518
117053,naloxone,clortermine,0.01694915254237288
117054,naloxone,zygophyllaceae,0.010752688172043013
117072,naloxone,ergometrine,0.005154639175257732
117074,naloxone,glucose,0.0033333333333333327
117075,naloxone,aminorex,0.013333333333333334
117079,naloxone,risperidone,0.017241379310344827
117081,naloxone,serotonin,0.0015067805123053742
117082,naloxone,pipradrol,0.015625
117096,naloxone,vinblastine,0.007874015748031496
117097,naloxone,marijuana,0.0009655616350177019
117108,naloxone,pyrovalerone,0.01694915254237288
117118,naloxone,methylphenidate,0.003076923076923077
117122,naloxone,norepinephrine,0.0034364261168384888
117123,naloxone,hydroxyl,0.007042253521126761
117132,naloxone,antidepressant,0.001890359168241966
117149,naloxone,thebaine,0.013377926421404682
117152,naloxone,chamomile,0.0038910505836575885
117153,naloxone,MDMA,0.0010909884355225837
117155,naloxone,bufotenin,0.004264392324093817
117164,naloxone,epinephrine,0.0020202020202020198
117171,naloxone,phenylpropanolamine,0.007299270072992701
117201,naloxone,levophacetoperane,0.01694915254237288
117234,naloxone,desmethylprodine,0.014492753623188406
117235,naloxone,thymiquinone,0.01694915254237288
117240,naloxone,chlorphentermine,0.01694915254237288
117249,naloxone,buprenorphine,0.030418250950570342
117265,naloxone,hydrocodone,0.0050335570469798654
117267,naloxone,hydromorphone,0.004889975550122249
117278,naloxone,tryptamine,0.0005931198102016608
117294,naloxone,olanzapine,0.007692307692307692
117302,naloxone,loperamide,0.008547008547008548
117309,naloxone,fentanyl,0.00686106346483705
117313,naloxone,phenethylamine,0.0014825796886582653
117324,naloxone,psychotogen,0.010752688172043013
117336,naloxone,phenylethylhydrazine,0.01694915254237288
117338,naloxone,morphinans,0.012987012987012986
117343,naloxone,mephentermine,0.01694915254237288
117353,naloxone,benzodiazepine,0.003154574132492114
117360,naloxone,piperidyl,0.012820512820512822
117362,naloxone,methamphetamine,0.0013596193065941538
117427,naloxone,benzomorphans,0.01694915254237288
117444,naloxone,other,0.0014727540500736375
117447,naloxone,acetaminophen,0.003861003861003861
117459,naloxone,ibogaine,0.003992015968063873
117462,naloxone,amphetamine,0.001744591765526867
117469,naloxone,coricidin,0.0037174721189591076
117894,carbon dioxide,thienobenzodiazapine,0.037037037037037035
117929,carbon dioxide,olanzapine,0.007692307692307692
117988,carbon dioxide,benzodiazepine,0.0010515247108307043
118158,mdp,LSD,0.00017593244194229416
118207,mdp,mescaline,0.0004145936981757877
118349,mdp,risperidone,0.017241379310344827
118351,mdp,serotonin,0.0005022601707684581
118358,mdp,scopalamine,0.002583979328165375
118367,mdp,marijuana,0.000321853878339234
118402,mdp,antidepressant,0.000945179584120983
118423,mdp,MDMA,0.0002181976871045167
118442,mdp,THC,0.011494252873563218
118502,mdp,dimethyltryptamine,0.003952569169960474
118564,mdp,olanzapine,0.007692307692307692
119385,hydroxyphenyl,oxycodone,0.0006472491909385112
119837,hydroxyphenyl,glycine,0.037037037037037035
119884,hydroxyphenyl,phenylalanine,0.013157894736842106
120698,krokodil,LSD,0.00017593244194229416
120730,krokodil,cocaine,0.0003965107057890563
120754,krokodil,opioids,0.0005343307507347048
120786,krokodil,morphine,0.0005753739930955121
120791,krokodil,methadone,0.0010928961748633882
121598,ethylpheryl,MDMA,0.0002181976871045167
121758,ethylpheryl,phenethylamine,0.0007412898443291327
121925,benzphetamine,oxycodone,0.0006472491909385112
121929,benzphetamine,tranylcypromine,0.00546448087431694
121952,benzphetamine,phenoperidine,0.01694915254237288
121968,benzphetamine,LSD,0.00017593244194229416
121973,benzphetamine,caffeine,0.0006020469596628537
121985,benzphetamine,diethylpropion,0.016129032258064516
121987,benzphetamine,phenelzine,0.0047393364928909965
121993,benzphetamine,meperidine,0.0047393364928909965
122000,benzphetamine,cocaine,0.0003965107057890563
122006,benzphetamine,piperidino,0.01694915254237288
122017,benzphetamine,mescaline,0.0004145936981757877
122024,benzphetamine,opioids,0.0002671653753673524
122031,benzphetamine,propoxyphene,0.004291845493562232
122034,benzphetamine,ketobemidone,0.01694915254237288
122041,benzphetamine,isomorphinans,0.01694915254237288
122042,benzphetamine,salvia,0.0002685284640171858
122056,benzphetamine,morphine,0.0005753739930955121
122061,benzphetamine,methadone,0.0010928961748633882
122086,benzphetamine,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
122104,benzphetamine,naloxone,0.004694835680751174
122112,benzphetamine,phenylalkylamines,0.014084507042253518
122133,benzphetamine,clortermine,0.01694915254237288
122152,benzphetamine,ergometrine,0.005154639175257732
122155,benzphetamine,aminorex,0.013333333333333334
122161,benzphetamine,serotonin,0.0005022601707684581
122162,benzphetamine,pipradrol,0.015625
122176,benzphetamine,vinblastine,0.007874015748031496
122177,benzphetamine,marijuana,0.000321853878339234
122188,benzphetamine,pyrovalerone,0.01694915254237288
122198,benzphetamine,methylphenidate,0.006153846153846155
122202,benzphetamine,norepinephrine,0.0017182130584192444
122203,benzphetamine,hydroxyl,0.007042253521126761
122229,benzphetamine,thebaine,0.0033444816053511705
122233,benzphetamine,MDMA,0.0002181976871045167
122235,benzphetamine,bufotenin,0.0021321961620469087
122244,benzphetamine,epinephrine,0.0020202020202020198
122251,benzphetamine,phenylpropanolamine,0.007299270072992701
122281,benzphetamine,levophacetoperane,0.01694915254237288
122314,benzphetamine,desmethylprodine,0.014492753623188406
122315,benzphetamine,thymiquinone,0.01694915254237288
122320,benzphetamine,chlorphentermine,0.01694915254237288
122345,benzphetamine,hydrocodone,0.0008389261744966444
122347,benzphetamine,hydromorphone,0.002444987775061125
122358,benzphetamine,tryptamine,0.0005931198102016608
122382,benzphetamine,loperamide,0.008547008547008548
122389,benzphetamine,fentanyl,0.0017152658662092624
122393,benzphetamine,phenethylamine,0.0007412898443291327
122404,benzphetamine,psychotogen,0.010752688172043013
122416,benzphetamine,phenylethylhydrazine,0.01694915254237288
122418,benzphetamine,morphinans,0.012987012987012986
122423,benzphetamine,mephentermine,0.01694915254237288
122433,benzphetamine,benzodiazepine,0.0010515247108307043
122440,benzphetamine,piperidyl,0.012820512820512822
122442,benzphetamine,methamphetamine,0.0006798096532970769
122507,benzphetamine,benzomorphans,0.01694915254237288
122524,benzphetamine,other,0.0014727540500736375
122539,benzphetamine,ibogaine,0.0019960079840319364
